record_type,retrap,bto_ring,pit_tag,pit_tag_state,species,age,sex,sexing_method,date_time,year,region,location,fieldworker,wing_length,weight,bill_length_method,bill_length,bill_depth_method,bill_depth,tarsus_length_method,tarsus_length,fat,fat_method,pectoral_muscle,pox,leg_condition_description,tick_description,comment
physical,new_capture,y839001,2a006cf6e0,1,g,6,m,cp,2013-05-21 15:30:00,2013,wyt,20131C10,josh_firth,76.0,18.9,NA,NA,NA,NA,m,22.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp28712,2a006d75c9,4,g,6,f,bp,2013-05-21 15:45:00,2013,wyt,20131C9A,josh_firth,75.0,NA,NA,NA,NA,NA,m,23.3,NA,NA,NA,NA,NA,NA,previous_tag_empty
physical,retrap,tj26160,NA,2,g,6,m,cp,2013-05-21 16:00:00,2013,wyt,20131C3B,josh_firth,78.0,19.7,NA,NA,NA,NA,m,23.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,l315401,NA,2,g,4,f,bp,2013-05-21 16:15:00,2013,wyt,20131C3B,josh_firth,74.0,17.9,NA,NA,NA,NA,m,23.2,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp25735,0416ed156d,3,g,6,f,bp,2013-05-22 10:00:00,2013,wyt,20131C10,josh_firth,75.0,18.1,NA,NA,NA,NA,m,23.2,NA,NA,NA,NA,NA,NA,NA
physical,retrap,y836964,2a006d9686,3,g,6,m,cp,2013-05-22 10:10:00,2013,wyt,20131C9A,josh_firth,74.0,19.0,NA,NA,NA,NA,m,24.2,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tp41729,0416ed0705,3,g,4,m,ib,2013-05-22 12:00:00,2013,wyt,20131MP7,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y164640,2a006d14f1,3,g,4,f,ib,2013-05-22 12:00:00,2013,wyt,20131CC3,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tp42939,2a006d1d29,3,g,4,f,ib,2013-05-22 12:00:00,2013,wyt,20131H9,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,ts44940,2a006d0888,3,g,4,f,ib,2013-05-22 12:00:00,2013,wyt,20131MP25,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,l808679,2a006d9f4f,3,g,4,f,ib,2013-05-22 12:00:00,2013,wyt,20131MP52,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tp28095,2a006d93c0,3,g,4,f,ib,2013-05-22 12:00:00,2013,wyt,20131ST26,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,x239992,2a006d6ce9,3,g,4,m,ib,2013-05-22 12:00:00,2013,wyt,20131CC3,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y160579,2a006d9cb8,3,g,4,m,ib,2013-05-22 12:00:00,2013,wyt,20131MP25,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tr42705,2a006cfea2,3,g,4,m,ib,2013-05-22 12:00:00,2013,wyt,20131MP52,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tp25566,2a006da126,3,g,4,m,ib,2013-05-22 12:00:00,2013,wyt,20131ST26,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y035838,2a006d9cf4,3,g,4,f,ib,2013-05-23 08:00:00,2013,wyt,20131C113,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y161048,2a006dabd5,3,g,4,m,ib,2013-05-23 08:00:00,2013,wyt,20131C113,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp26016,2a006db355,3,g,6,f,bp,2013-05-23 08:19:00,2013,bag,20131WW17,simon_evans,73.5,16.9,NA,NA,NA,NA,m,22.6,NA,NA,NA,False,NA,1_x_left_eye,NA
physical,new_capture,y839002,2a006dc011,1,g,5,f,bp,2013-05-23 11:00:00,2013,wyt,20131C106,josh_firth,74.0,18.1,NA,NA,NA,NA,m,22.6,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,tp42703,2a006d1df7,1,g,1,NA,NA,2013-05-23 13:00:00,2013,wyt,20131C3B,josh_firth,NA,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,tp42704,2a006cff1b,1,g,1,NA,NA,2013-05-23 13:00:00,2013,wyt,20131C3B,josh_firth,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,tp42705,2a006d8ce2,1,g,1,NA,NA,2013-05-23 13:00:00,2013,wyt,20131C3B,josh_firth,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,tp42706,2a006cf3b9,1,g,1,NA,NA,2013-05-23 13:00:00,2013,wyt,20131C3B,josh_firth,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,tp42707,2a006cfaef,1,g,1,NA,NA,2013-05-23 13:00:00,2013,wyt,20131C3B,josh_firth,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,tp42701,2a006d0d9e,1,g,1,NA,NA,2013-05-23 13:00:00,2013,wyt,20131C3B,josh_firth,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,tp42702,2a006d88d5,1,g,1,NA,NA,2013-05-23 13:00:00,2013,wyt,20131C3B,josh_firth,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y031486,2a006cf2d3,3,g,4,f,ib,2013-05-24 09:59:00,2013,wyt,20131B137,julian_howe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,faceplated
diurnal,retrap,ts45261,2a006d8bed,3,g,4,m,ib,2013-05-24 09:59:00,2013,wyt,20131B137,julian_howe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,faceplated
diurnal,retrap,y035692,2a006d8fca,3,g,4,f,ib,2013-05-24 10:19:00,2013,wyt,20131B159,julian_howe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,faceplated
diurnal,retrap,tp25892,2a006d1e64,3,g,4,m,ib,2013-05-24 10:19:00,2013,wyt,20131B159,julian_howe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,faceplated
diurnal,retrap,tp28452,2a006d8f68,3,g,4,f,ib,2013-05-24 12:00:00,2013,wyt,20131MP74,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y161254,2a006d849c,3,g,4,f,ib,2013-05-24 12:00:00,2013,den,20131DMA44,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y164667,2a006d76ca,3,g,4,m,ib,2013-05-24 12:00:00,2013,wyt,20131MP2,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tr40164,2a006dba95,3,g,4,m,ib,2013-05-24 12:00:00,2013,wyt,20131MP74,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,l808175,2a006da87b,3,g,4,m,ib,2013-05-24 12:00:00,2013,den,20131DMA14,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tb27473,2a006d93cd,3,g,4,m,ib,2013-05-25 08:00:00,2013,wyt,20131HE4,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,x805375,2a006d2786,3,g,4,m,ib,2013-05-25 08:00:00,2013,wyt,20131C61,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tl39440,2a006d0e8d,3,g,4,f,ib,2013-05-25 08:00:00,2013,wyt,20131C61,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tr41176,2a006d9ed4,3,g,4,f,ib,2013-05-25 08:00:00,2013,wyt,20131HE4,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tr40523,2a006d9c5f,3,g,4,m,ib,2013-05-25 08:00:00,2013,wyt,20131C116,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tl36228,0300011eb1,3,g,4,f,ib,2013-05-25 08:00:00,2013,wyt,20131EX55,damien_farine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tc58613,2a006dc10f,3,g,4,m,ib,2013-05-25 08:00:00,2013,wyt,20131EX55,damien_farine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,l808594,2a006d7965,3,g,4,f,ib,2013-05-25 08:00:00,2013,wyt,20131C137,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,ts44726,2a006db928,3,g,4,f,ib,2013-05-25 08:00:00,2013,wyt,20131CP42A,damien_farine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,ts45925,2a006db828,3,g,4,m,ib,2013-05-25 08:00:00,2013,wyt,20131CP42A,damien_farine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,retrap,x235227,2a006d8ceb,3,g,6,m,bp,2013-05-25 08:58:00,2013,bag,20131WW5,simon_evans,78.5,18.1,NA,NA,NA,NA,m,23.6,NA,NA,NA,False,NA,1_x_right_eye,NA
physical,retrap,y160889,2a006d75b6,3,g,6,m,cp,2013-05-25 09:01:00,2013,bag,20131WW42,simon_evans,77.0,18.1,NA,NA,NA,NA,m,23.1,NA,NA,NA,False,NA,2_x_right_eye,NA
physical,retrap,l171112,0300011595,5,g,6,f,bp,2013-05-25 09:05:00,2013,bag,20131WW5,simon_evans,74.0,18.1,NA,NA,NA,NA,m,22.6,NA,NA,NA,False,NA,NA,faulty_tag_not_replaced
physical,retrap,y160887,2a006cf3d6,3,g,6,f,bp,2013-05-25 09:33:00,2013,bag,20131WW42,simon_evans,74.0,17.8,NA,NA,NA,NA,m,23.1,NA,NA,NA,False,NA,2_x_left_eye,3_x_right_eye
diurnal,retrap,l808884,2a006d72d3,3,g,4,m,ib,2013-05-25 09:53:00,2013,wyt,20131B49,adele_powell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,faceplated
diurnal,retrap,x235519,2a006d8ece,3,g,4,f,ib,2013-05-25 09:53:00,2013,wyt,20131B49,adele_powell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,faceplated
diurnal,retrap,ts44943,2a006d15ec,3,g,4,f,ib,2013-05-25 10:06:00,2013,wyt,20131B78,adele_powell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,faceplated
diurnal,retrap,y161492,2a006ce99f,3,g,4,m,ib,2013-05-25 10:06:00,2013,wyt,20131B78,adele_powell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,faceplated
physical,retrap,y160870,2a006d263f,3,g,6,f,bp,2013-05-25 10:53:00,2013,bag,20131HB7,simon_evans,73.0,18.9,NA,NA,NA,NA,m,23.3,NA,NA,NA,False,NA,NA,NA
physical,retrap,y160448,2a006cef1b,3,g,6,m,cp,2013-05-25 11:30:00,2013,wyt,20131C106,josh_firth,78.0,20.1,NA,NA,NA,NA,m,23.8,NA,NA,NA,NA,NA,NA,NA
physical,retrap,y031493,2a006d99bb,3,g,6,f,bp,2013-05-25 11:50:00,2013,wyt,20131C8,josh_firth,73.0,NA,NA,NA,NA,NA,m,22.9,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y162800,2a006d0a3c,3,g,4,m,ib,2013-05-25 12:00:00,2013,wyt,20131W93,lindall_kidd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,ts43550,2a006d6e30,3,g,4,m,ib,2013-05-25 12:00:00,2013,wyt,20131W101,lindall_kidd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y164894,2a006d2055,3,g,4,m,ib,2013-05-25 12:00:00,2013,wyt,20131EX13A,lindall_kidd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tp42334,2a006d16f9,3,g,4,m,ip,2013-05-25 12:00:00,2013,wyt,20131W81,lindall_kidd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,l808736,2a006db51a,3,g,4,f,ib,2013-05-25 12:00:00,2013,wyt,20131W81,lindall_kidd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,retrap,y160796,2a006d8ff5,4,g,6,m,cp,2013-05-25 12:10:00,2013,wyt,20131C8,josh_firth,78.0,NA,NA,NA,NA,NA,m,24.0,NA,NA,NA,NA,NA,NA,previous_tag_empty
physical,retrap,y837602,2a006d054d,3,g,6,m,cp,2013-05-25 12:30:00,2013,wyt,20131C12,josh_firth,78.0,NA,NA,NA,NA,NA,m,23.2,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y035657,2a006d1275,3,g,4,m,ib,2013-05-25 12:31:00,2013,wyt,20131P8,adele_powell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,faceplated
diurnal,retrap,y160620,2a006d9fcf,3,g,4,f,ib,2013-05-25 12:31:00,2013,wyt,20131P8,adele_powell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,faceplated
physical,new_capture,y161635,0300011ecb,1,g,6,f,bp,2013-05-25 12:33:00,2013,bag,20131WB4,simon_evans,74.0,19.2,NA,NA,NA,NA,m,24.0,NA,NA,NA,False,NA,NA,NA
physical,retrap,t642536,2a006ce9ba,3,g,6,f,bp,2013-05-25 12:59:00,2013,bag,20131WB11,simon_evans,75.0,18.5,NA,NA,NA,NA,m,22.1,NA,NA,NA,False,NA,1_x_right_eye,NA
physical,retrap,y164813,030000acb5,4,g,6,m,cp,2013-05-25 13:16:00,2013,bag,20131WB11,simon_evans,79.5,19.3,NA,NA,NA,NA,m,23.6,NA,NA,NA,False,foot_and_tarsus_heavily_swollen,1_x_left_eye,NA
physical,new_capture,y161636,NA,0,g,6,m,cp,2013-05-25 13:27:00,2013,bag,20131WB4,simon_evans,78.0,19.5,NA,NA,NA,NA,m,23.6,NA,NA,NA,False,NA,NA,NA
physical,new_capture,tp42708,2a006dbbcf,1,g,1,NA,NA,2013-05-25 13:45:00,2013,wyt,20131C9A,josh_firth,NA,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,tp42710,2a006dbde6,1,g,1,NA,NA,2013-05-25 13:45:00,2013,wyt,20131C9A,josh_firth,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,tp42709,2a006da96f,1,g,1,NA,NA,2013-05-25 13:45:00,2013,wyt,20131C9A,josh_firth,NA,14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,retrap,y160163,2a006d12e3,3,g,6,f,bp,2013-05-25 14:06:00,2013,bag,20131EL18,simon_evans,73.0,19.5,NA,NA,NA,NA,m,23.7,NA,NA,NA,False,NA,NA,NA
diurnal,retrap,tp25097,2a006d7f86,3,g,6,f,ib,2013-05-26 08:00:00,2013,wyt,20131O65,antica_culina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,x805352,2a006d1dce,3,g,6,m,ib,2013-05-26 08:00:00,2013,wyt,20131O65,antica_culina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,tl39823,030000edab,1,g,1,NA,NA,2013-05-26 08:44:00,2013,bag,20131WW17,simon_evans,NA,13.8,NA,NA,NA,NA,s,18.9,NA,NA,NA,False,NA,NA,NA
physical,new_capture,tl39822,030000c06f,1,g,1,NA,NA,2013-05-26 08:44:00,2013,bag,20131WW17,simon_evans,NA,13.8,NA,NA,NA,NA,s,19.4,NA,NA,NA,False,NA,NA,NA
physical,new_capture,tl39821,030000dec0,1,g,1,NA,NA,2013-05-26 08:44:00,2013,bag,20131WW17,simon_evans,NA,13.8,NA,NA,NA,NA,s,18.2,NA,NA,NA,False,NA,NA,NA
physical,new_capture,tl39820,030000c044,1,g,1,NA,NA,2013-05-26 08:44:00,2013,bag,20131WW17,simon_evans,NA,12.2,NA,NA,NA,NA,s,18.2,NA,NA,NA,False,NA,NA,NA
physical,new_capture,tl39824,030000cc65,1,g,1,NA,NA,2013-05-26 08:44:00,2013,bag,20131WW17,simon_evans,NA,12.9,NA,NA,NA,NA,s,18.5,NA,NA,NA,False,NA,NA,NA
physical,new_capture,tl39819,030000d209,1,g,1,NA,NA,2013-05-26 08:44:00,2013,bag,20131WW17,simon_evans,NA,13.9,NA,NA,NA,NA,s,19.6,NA,NA,NA,False,NA,NA,NA
physical,retrap,y031327,2a006d97db,5,g,6,m,cp,2013-05-26 09:04:00,2013,bag,20131WW17,simon_evans,77.0,19.3,NA,NA,NA,NA,m,24.0,NA,NA,NA,False,NA,1_x_right_eye,NA
physical,retrap,ts44411,2a006d166b,3,g,6,f,bp,2013-05-26 09:45:00,2013,bag,20131EL1,simon_evans,75.5,19.8,NA,NA,NA,NA,m,22.7,NA,NA,NA,False,NA,4_x_left_eye,NA
physical,new_capture,y161637,030000b051,1,g,5,m,cp,2013-05-26 09:49:00,2013,bag,20131WL60,simon_evans,76.5,18.0,NA,NA,NA,NA,m,23.9,NA,NA,NA,False,NA,NA,NA
physical,retrap,y160843,2a006d8326,3,g,6,m,cp,2013-05-26 10:21:00,2013,bag,20131EL1,simon_evans,75.0,18.7,NA,NA,NA,NA,m,23.5,NA,NA,NA,False,NA,NA,NA
physical,retrap,l315409,2a006d9453,3,g,6,f,bp,2013-05-26 11:33:00,2013,wyt,20131SW109,antica_culina,74.0,18.7,s,12.9,d,4.4,m,23.1,NA,NA,NA,False,NA,NA,NA
diurnal,retrap,y033138,2a006cf9bb,3,g,4,m,ib,2013-05-26 12:00:00,2013,wyt,20131W105,lindall_kidd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,retrap,y838357,2a006d8803,3,g,5,f,bp,2013-05-26 12:30:00,2013,wyt,20131O67,david_diez,72.0,17.9,NA,NA,NA,NA,s,20.2,NA,NA,NA,False,NA,NA,NA
physical,retrap,ts44936,NA,2,g,6,m,pl,2013-05-26 12:33:00,2013,wyt,20131SW115,antica_culina,75.5,18.8,s,13.5,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA
physical,retrap,y164923,2a006cf797,3,g,5,m,cp,2013-05-26 12:45:00,2013,wyt,20131O67,david_diez,76.0,19.0,NA,NA,NA,NA,s,20.9,NA,NA,NA,False,NA,NA,NA
physical,new_capture,y161638,030000c570,1,g,6,f,bp,2013-05-26 13:53:00,2013,bag,20131CH8,simon_evans,73.0,17.3,NA,NA,NA,NA,m,22.4,NA,NA,NA,False,NA,1_x_left_eye,NA
physical,retrap,l171333,2a006dbf71,3,g,6,m,cp,2013-05-26 13:57:00,2013,bag,20131CH8,simon_evans,79.5,18.7,NA,NA,NA,NA,m,23.8,NA,NA,NA,False,NA,1_x_left_eye,1_x_right_eye
diurnal,retrap,r639378,2a006dbaa5,3,g,4,f,ib,2013-05-27 08:00:00,2013,wyt,20131C118,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y160492,2a006db60d,3,g,4,f,ib,2013-05-27 08:00:00,2013,wyt,20131C57,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tp41677,2a006db63b,3,g,4,m,ib,2013-05-27 08:00:00,2013,wyt,20131CP43,damien_farine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,ts45597,2a006d92b0,3,g,4,f,ib,2013-05-27 08:00:00,2013,wyt,20131C138,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y035981,2a006dadba,3,g,4,m,ib,2013-05-27 08:00:00,2013,wyt,20131C57,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,t176944,2a006dbb9b,3,g,4,f,ib,2013-05-27 08:00:00,2013,wyt,20131C148,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,ts46416,2a006da6f0,3,g,4,f,ib,2013-05-27 08:00:00,2013,wyt,20131W1,damien_farine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tr44532,2a006d8583,3,g,4,f,ib,2013-05-27 08:00:00,2013,wyt,20131C101,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,ts45622,2a006d7b9a,3,g,4,f,ib,2013-05-27 08:00:00,2013,wyt,20131C53,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,l311300,2a006d8c53,3,g,4,f,ib,2013-05-27 08:00:00,2013,wyt,20131C155,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tj24974,0300011f51,3,g,4,f,ip,2013-05-27 08:00:00,2013,wyt,20131CP43,damien_farine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y161053,2a006d2796,3,g,4,f,ib,2013-05-27 08:00:00,2013,wyt,20131C117,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tp28632,2a006d1658,3,g,4,m,ib,2013-05-27 08:00:00,2013,wyt,20131CP8,damien_farine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y836952,2a006db417,3,g,4,m,ib,2013-05-27 08:00:00,2013,wyt,20131C138,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tp42336,030000f9b4,3,g,4,m,ip,2013-05-27 08:00:00,2013,wyt,20131W1,damien_farine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,ts43594,2a006d7058,3,g,4,m,ib,2013-05-27 08:00:00,2013,wyt,20131CP15,damien_farine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y161052,2a006cf21d,3,g,4,m,ib,2013-05-27 08:00:00,2013,wyt,20131C117,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,ts46171,2a006daba9,3,g,4,f,ib,2013-05-27 08:00:00,2013,wyt,20131CP15,damien_farine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,l315407,2a006d9de5,3,g,4,m,ib,2013-05-27 08:00:00,2013,wyt,20131C155,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,ts47542,2a006d79f6,3,g,4,m,ib,2013-05-27 08:00:00,2013,wyt,20131C53,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,x805407,2a006cfc93,3,g,4,m,ib,2013-05-27 08:00:00,2013,wyt,20131C154,josh_firth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,y161639,030000e69e,1,g,6,f,bp,2013-05-27 09:05:00,2013,bag,20131WL60,simon_evans,73.5,17.2,NA,NA,NA,NA,m,22.4,NA,NA,NA,False,NA,3_x_left_eye,NA
physical,retrap,l311300,2a006d8c53,3,g,6,f,bp,2013-05-27 09:30:00,2013,wyt,20131C155,josh_firth,74.0,18.2,NA,NA,NA,NA,m,22.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,y838201,NA,2,g,6,m,pl,2013-05-27 10:09:00,2013,wyt,20131SW109,antica_culina,77.0,19.3,s,13.1,d,4.0,m,23.0,NA,NA,NA,False,NA,NA,NA
physical,new_capture,y161640,030000b34a,1,g,6,m,cp,2013-05-27 10:16:00,2013,bag,20131CH18,simon_evans,77.5,19.4,NA,NA,NA,NA,m,23.5,NA,NA,NA,False,NA,NA,NA
physical,retrap,tj27267,2a006cf3ed,3,g,6,f,bp,2013-05-27 10:30:00,2013,bag,20131CH18,simon_evans,73.5,18.1,NA,NA,NA,NA,m,22.8,NA,NA,NA,False,NA,1_x_right_eye,NA
physical,retrap,y164801,030000abc8,4,g,6,m,cp,2013-05-27 11:00:00,2013,bag,20131HB7,simon_evans,77.0,18.4,NA,NA,NA,NA,m,23.6,NA,NA,NA,False,NA,1_x_right_eye,NA
physical,new_capture,y161641,030000f43a,1,g,5,m,cp,2013-05-27 11:41:00,2013,bag,20131SP33,simon_evans,77.0,19.4,NA,NA,NA,NA,m,24.2,NA,NA,NA,False,NA,NA,NA
diurnal,retrap,tr42719,2a006d0bc4,3,g,4,f,ib,2013-05-27 12:00:00,2013,wyt,20131MP68,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,x235888,2a006da0af,3,g,4,f,ib,2013-05-27 12:00:00,2013,den,20131DMA48,ross_crates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,l311897,2a006cf42a,3,g,4,f,ib,2013-05-27 12:00:00,2013,wyt,20131W51,lindall_kidd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,tp25455,0416ecf542,3,g,4,m,ib,2013-05-27 12:00:00,2013,wyt,20131W100,lindall_kidd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diurnal,retrap,y836999,2a006ceaf4,3,g,4,f,ib,2013-05-27 12:00:00,2013,wyt,20131W100,lindall_kidd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
