record_type,retrap,bto_ring,pit_tag,pit_tag_state,species,age,sex,sexing_method,date_time,year,region,location,fieldworker,wing_length,weight,bill_length_method,bill_length,bill_depth_method,bill_depth,tarsus_length_method,tarsus_length,fat,fat_method,pectoral_muscle,pox,leg_condition_description,tick_description,comment
physical,retrap,d473261,03000215bc,3,g,4,f,pl,2015-09-25 10:30:00,2015,wyt,1C,keith_mcmahon,74.0,18.3,NA,NA,NA,NA,m,22.9,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp42267,0700ee455c,3,g,3,f,pl,2015-09-25 10:30:00,2015,wyt,1C,keith_mcmahon,75.0,17.0,NA,NA,NA,NA,m,21.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27018,0700edc43f,3,g,3,f,pl,2015-09-25 11:00:00,2015,wyt,1C,keith_mcmahon,74.0,19.3,NA,NA,NA,NA,m,22.7,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tk27374,2a006d0d16,3,g,4,m,pl,2015-09-25 11:00:00,2015,wyt,1C,keith_mcmahon,77.0,19.5,NA,NA,NA,NA,m,23.5,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp42264,0700ede911,3,g,3,m,pl,2015-09-25 11:00:00,2015,wyt,1C,keith_mcmahon,75.0,19.3,NA,NA,NA,NA,m,22.2,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27485,0700edbefc,3,g,3,m,pl,2015-09-25 11:00:00,2015,wyt,1C,keith_mcmahon,76.0,19.6,NA,NA,NA,NA,m,23.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44080,030000df53,3,g,3,m,pl,2015-09-29 07:19:00,2015,wyt,7A,ollie_padget,76.0,20.0,NA,NA,NA,NA,m,23.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tr44100,0700edd222,6,g,4,m,pl,2015-09-29 07:19:00,2015,wyt,7A,ollie_padget,80.0,19.5,NA,NA,NA,NA,m,23.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,ts45461,0700edff6a,3,g,3,f,pl,2015-09-29 07:19:00,2015,wyt,7A,sam_crofts,71.0,17.7,NA,NA,NA,NA,m,22.5,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27365,0700eda325,3,g,3,m,pl,2015-09-29 07:19:00,2015,wyt,7A,sam_crofts,75.0,19.9,NA,NA,NA,NA,m,23.0,NA,NA,NA,NA,NA,NA,NA
physical,retrap,y031486,2a006cf2d3,3,g,4,f,pl,2015-09-29 07:19:00,2015,wyt,7A,ollie_padget,75.0,18.4,NA,NA,NA,NA,m,22.6,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z101685,0700ed95c6,1,g,3,m,pl,2015-09-29 07:19:00,2015,wyt,7A,sam_crofts,77.0,18.4,NA,NA,NA,NA,m,23.0,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44016,030000b976,3,g,3,f,pl,2015-09-29 07:19:00,2015,wyt,7A,sam_crofts,74.0,18.2,NA,NA,NA,NA,m,22.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z030998,0700edb3e1,3,g,4,f,pl,2015-09-29 08:39:00,2015,wyt,7A,sam_crofts,74.0,17.3,NA,NA,NA,NA,m,21.7,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z101687,0700ee0e08,1,g,3,m,pl,2015-09-29 08:39:00,2015,wyt,7A,keith_mcmahon,78.0,19.6,NA,NA,NA,NA,m,23.2,NA,NA,NA,NA,NA,NA,NA
physical,retrap,ts45688,030001f94d,3,g,4,m,pl,2015-09-29 08:39:00,2015,wyt,7A,keith_mcmahon,78.0,19.3,NA,NA,NA,NA,m,22.9,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z101692,0700ed9d32,1,g,3,m,pl,2015-09-29 09:20:00,2015,wyt,7A,sam_crofts,75.0,19.7,NA,NA,NA,NA,m,23.0,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z626169,0700edc7fa,3,g,4,f,pl,2015-09-29 10:30:00,2015,wyt,7A,sam_crofts,77.0,18.7,NA,NA,NA,NA,m,22.0,NA,NA,NA,NA,NA,NA,NA
physical,retrap,y160626,2a006d1269,3,g,4,m,pl,2015-09-29 10:30:00,2015,wyt,7A,ollie_padget,80.0,19.9,NA,NA,NA,NA,m,23.2,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z101693,0700ed9f2b,1,g,4,m,pl,2015-09-29 10:40:00,2015,wyt,7A,ollie_padget,79.0,19.9,NA,NA,NA,NA,m,22.8,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z626558,0700ede68d,3,g,3,m,pl,2015-09-29 10:54:00,2015,wyt,FS,ollie_padget,77.0,21.4,NA,NA,NA,NA,m,22.9,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27976,030001080b,3,g,4,m,pl,2015-09-29 10:54:00,2015,wyt,FS,keith_mcmahon,76.0,17.9,NA,NA,NA,NA,m,24.0,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z032688,0700edf6e1,3,g,3,m,pl,2015-09-29 10:54:00,2015,wyt,FS,keith_mcmahon,74.0,18.0,NA,NA,NA,NA,m,22.7,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z626582,0700edfa98,1,g,3,f,pl,2015-09-29 10:54:00,2015,wyt,FS,ollie_padget,75.0,18.9,NA,NA,NA,NA,m,22.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,d471341,030000ca2c,3,g,4,f,pl,2015-09-29 10:54:00,2015,wyt,FS,sam_crofts,74.0,18.5,NA,NA,NA,NA,m,22.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27018,0700edc43f,3,g,3,f,pl,2015-09-29 10:54:00,2015,wyt,FS,ollie_padget,75.0,19.8,NA,NA,NA,NA,m,22.7,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z630314,0700edad54,3,g,4,m,pl,2015-09-30 09:59:00,2015,wyt,FS,keith_mcmahon,75.0,19.1,NA,NA,NA,NA,m,22.2,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z032139,030000ca3d,3,g,4,m,pl,2015-09-30 09:59:00,2015,wyt,FS,keith_mcmahon,79.0,19.7,NA,NA,NA,NA,m,23.2,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630449,0700ee2649,1,g,3,m,pl,2015-09-30 09:59:00,2015,wyt,FS,keith_mcmahon,75.0,19.7,NA,NA,NA,NA,m,23.1,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,ts47347,0700ed8cd1,1,g,3,f,pl,2015-09-30 09:59:00,2015,wyt,FS,keith_mcmahon,74.0,17.6,NA,NA,NA,NA,m,22.4,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630451,0700eda551,1,g,2,NA,NA,2015-09-30 09:59:00,2015,wyt,FS,keith_mcmahon,71.0,17.9,NA,NA,NA,NA,m,23.6,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630400,0700ee1b36,1,g,3,f,pl,2015-09-30 09:59:00,2015,wyt,FS,keith_mcmahon,71.0,17.1,NA,NA,NA,NA,m,22.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44247,0700edabfb,3,g,3,m,pl,2015-10-02 09:00:00,2015,wyt,7A,keith_mcmahon,76.0,19.6,NA,NA,NA,NA,m,23.6,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630456,0700ee43c0,1,g,3,m,pl,2015-10-02 09:00:00,2015,wyt,7A,keith_mcmahon,75.0,18.8,NA,NA,NA,NA,m,22.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44053,030003ad41,3,g,3,m,pl,2015-10-02 09:00:00,2015,wyt,7A,keith_mcmahon,71.0,15.6,NA,NA,NA,NA,m,22.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27324,0700ee276b,3,g,3,m,pl,2015-10-02 09:00:00,2015,wyt,7A,fraser_bell,74.0,19.8,NA,NA,NA,NA,m,23.5,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp42823,2a006d1e68,3,g,4,m,pl,2015-10-02 09:00:00,2015,wyt,7A,keith_mcmahon,76.0,20.1,NA,NA,NA,NA,m,23.7,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44016,030000b976,3,g,3,f,pl,2015-10-02 09:00:00,2015,wyt,7A,keith_mcmahon,73.0,18.7,NA,NA,NA,NA,m,23.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,ts43261,0700edb154,3,g,3,f,pl,2015-10-02 09:59:00,2015,wyt,7A,fraser_bell,73.0,18.6,NA,NA,NA,NA,m,22.3,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z032197,0300032bf3,3,g,4,f,pl,2015-10-02 09:59:00,2015,wyt,7A,fraser_bell,73.0,18.5,NA,NA,NA,NA,m,22.8,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27271,0700ee2787,3,g,3,m,pl,2015-10-02 09:59:00,2015,wyt,7A,neeltje_boogert,72.0,18.1,NA,NA,NA,NA,m,24.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tr43191,2a006d09db,3,g,4,f,pl,2015-10-02 09:59:00,2015,wyt,7A,fraser_bell,73.0,17.4,NA,NA,NA,NA,m,22.7,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tx42804,0700ed9cfd,3,g,3,m,pl,2015-10-02 09:59:00,2015,wyt,7A,fraser_bell,76.0,18.9,NA,NA,NA,NA,m,23.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27396,0700ee2bde,3,g,3,m,pl,2015-10-02 09:59:00,2015,wyt,7A,fraser_bell,76.0,19.3,NA,NA,NA,NA,m,23.5,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tl39730,0700ee4055,3,g,3,f,pl,2015-10-02 09:59:00,2015,wyt,7A,damien_farine,72.0,17.7,NA,NA,NA,NA,m,23.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44010,030000e278,6,g,3,f,pl,2015-10-02 09:59:00,2015,wyt,7A,damien_farine,70.0,18.4,NA,NA,NA,NA,m,23.7,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44080,030000df53,3,g,4,m,pl,2015-10-02 09:59:00,2015,wyt,7A,fraser_bell,77.0,20.0,NA,NA,NA,NA,m,22.8,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,ts47352,0700edcc1d,1,g,3,f,pl,2015-10-02 09:59:00,2015,wyt,7A,fraser_bell,74.0,18.0,NA,NA,NA,NA,m,23.8,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630469,0700eda85a,1,g,3,f,pl,2015-10-02 11:00:00,2015,wyt,7A,keith_mcmahon,73.0,17.6,NA,NA,NA,NA,m,21.9,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630468,0700eddb1b,1,g,4,f,pl,2015-10-02 11:00:00,2015,wyt,7A,keith_mcmahon,71.0,18.6,NA,NA,NA,NA,m,22.0,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27324,0700ee276b,3,g,3,m,pl,2015-10-02 11:19:00,2015,wyt,7A,fraser_bell,75.0,19.8,NA,NA,NA,NA,m,24.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44080,030000df53,3,g,3,m,pl,2015-10-02 11:19:00,2015,wyt,7A,fraser_bell,74.0,19.8,NA,NA,NA,NA,m,24.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z101685,0700ed95c6,3,g,3,m,pl,2015-10-02 11:19:00,2015,wyt,7A,keith_mcmahon,76.0,18.6,NA,NA,NA,NA,m,22.9,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27482,0700ee0191,3,g,3,m,pl,2015-10-02 12:40:00,2015,wyt,7A,fraser_bell,73.0,19.4,NA,NA,NA,NA,m,23.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27018,0700edc43f,3,g,3,f,pl,2015-10-02 14:19:00,2015,wyt,FS,keith_mcmahon,74.0,19.6,NA,NA,NA,NA,m,22.8,NA,NA,NA,NA,NA,NA,NA
physical,retrap,ts45434,0700edd55b,3,g,3,m,pl,2015-10-02 14:19:00,2015,wyt,FS,keith_mcmahon,74.0,19.8,NA,NA,NA,NA,m,23.1,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630474,0700edcbcc,1,g,3,m,pl,2015-10-02 14:19:00,2015,wyt,NA,fraser_bell,75.0,19.6,NA,NA,NA,NA,m,23.8,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z032644,0700ed90b7,3,g,3,m,pl,2015-10-02 15:10:00,2015,wyt,FS,fraser_bell,73.0,19.5,NA,NA,NA,NA,m,23.8,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z630400,0700ee1b36,3,g,3,f,pl,2015-10-02 15:10:00,2015,wyt,FS,keith_mcmahon,71.0,17.2,NA,NA,NA,NA,m,21.7,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27487,0700edbdce,3,g,3,f,pl,2015-10-02 15:10:00,2015,wyt,FS,fraser_bell,72.0,17.6,NA,NA,NA,NA,m,23.5,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630479,0700ee0faa,1,g,3,m,pl,2015-10-02 15:49:00,2015,wyt,FS,keith_mcmahon,75.0,19.1,NA,NA,NA,NA,m,23.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,ts45434,0700edd55b,3,g,3,m,pl,2015-10-02 15:49:00,2015,wyt,FS,fraser_bell,75.0,23.9,NA,NA,NA,NA,m,19.5,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27017,0700ee3487,3,g,3,m,pl,2015-10-02 15:49:00,2015,wyt,FS,fraser_bell,75.0,19.9,NA,NA,NA,NA,m,23.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tx42828,0700ee1047,3,g,3,f,pl,2015-10-05 14:19:00,2015,wyt,FS,keith_mcmahon,74.0,18.6,NA,NA,NA,NA,m,22.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,ts45434,0700edd55b,3,g,3,f,pl,2015-10-05 14:19:00,2015,wyt,FS,fraser_bell,75.0,20.4,NA,NA,NA,NA,m,23.9,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27399,0700ee07a1,3,g,3,m,pl,2015-10-05 14:19:00,2015,wyt,FS,keith_mcmahon,75.0,18.9,NA,NA,NA,NA,m,22.9,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630480,0700edb45a,1,g,4,m,pl,2015-10-05 14:29:00,2015,wyt,FS,fraser_bell,75.0,19.4,NA,NA,NA,NA,m,23.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27284,0700edf3c3,3,g,3,f,pl,2015-10-05 14:45:00,2015,wyt,FS,keith_mcmahon,74.0,20.6,NA,NA,NA,NA,m,22.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z630400,0700ee1b36,3,g,3,f,pl,2015-10-05 15:20:00,2015,wyt,FS,fraser_bell,71.0,17.3,NA,NA,NA,NA,m,22.5,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44067,030001fc3f,3,g,3,m,pl,2015-10-07 09:59:00,2015,wyt,7H,ollie_padget,77.0,20.0,NA,NA,NA,NA,m,23.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tr43187,030000c68a,3,g,3,f,pl,2015-10-07 10:30:00,2015,wyt,7H,keith_mcmahon,73.0,17.7,NA,NA,NA,NA,m,22.7,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44129,0700ee3182,3,g,3,m,pl,2015-10-07 10:30:00,2015,wyt,7H,ollie_padget,77.0,19.5,NA,NA,NA,NA,m,23.3,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44180,0300010ef1,3,g,3,f,pl,2015-10-07 10:30:00,2015,wyt,7H,ollie_padget,75.0,NA,NA,NA,NA,NA,m,21.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp42284,0700edf80b,3,g,3,m,pl,2015-10-07 10:30:00,2015,wyt,7H,ollie_padget,76.0,19.3,NA,NA,NA,NA,m,22.8,NA,NA,NA,NA,NA,NA,NA
physical,retrap,ts47198,030000ad83,3,g,4,f,pl,2015-10-07 10:30:00,2015,wyt,7H,keith_mcmahon,75.0,18.2,NA,NA,NA,NA,m,22.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z032465,0300033263,3,g,4,m,pl,2015-10-07 10:30:00,2015,wyt,7H,keith_mcmahon,78.0,19.4,NA,NA,NA,NA,m,22.2,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630496,0700ee0a86,1,g,3,m,pl,2015-10-07 10:30:00,2015,wyt,7H,ollie_padget,78.0,18.9,NA,NA,NA,NA,m,23.7,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630495,0700edfe65,1,g,3,f,pl,2015-10-07 10:30:00,2015,wyt,7H,fraser_bell,72.0,16.8,NA,NA,NA,NA,m,21.6,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630485,0700eda463,1,g,3,m,pl,2015-10-07 10:30:00,2015,wyt,7H,fraser_bell,75.0,19.0,NA,NA,NA,NA,m,23.5,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630486,0700ede3fa,1,g,3,f,pl,2015-10-07 10:30:00,2015,wyt,7H,fraser_bell,74.0,19.5,NA,NA,NA,NA,m,22.4,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630489,0700ee0a36,1,g,3,m,pl,2015-10-07 10:30:00,2015,wyt,7H,fraser_bell,76.0,20.0,NA,NA,NA,NA,m,22.6,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630490,0700edc907,1,g,3,f,pl,2015-10-07 10:30:00,2015,wyt,7H,keith_mcmahon,71.0,16.8,NA,NA,NA,NA,m,21.8,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630493,0700ed99f4,1,g,3,f,pl,2015-10-07 10:30:00,2015,wyt,7H,ollie_padget,72.0,16.4,NA,NA,NA,NA,m,22.4,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630494,0700ed9ca3,1,g,3,m,pl,2015-10-07 10:30:00,2015,wyt,7H,keith_mcmahon,78.0,20.5,NA,NA,NA,NA,m,24.4,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z630497,0700ed9115,1,g,3,m,pl,2015-10-07 10:30:00,2015,wyt,7H,fraser_bell,75.0,19.5,NA,NA,NA,NA,m,23.9,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,ts47370,0700ee4576,1,g,3,m,pl,2015-10-07 11:15:00,2015,wyt,7H,sam_crofts,78.0,18.3,NA,NA,NA,NA,m,23.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27366,0700ed9c39,3,g,3,f,pl,2015-10-07 11:15:00,2015,wyt,7H,keith_mcmahon,73.0,18.1,NA,NA,NA,NA,m,23.0,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44067,030001fc3f,3,g,3,m,pl,2015-10-07 11:15:00,2015,wyt,7H,sam_crofts,76.0,19.5,NA,NA,NA,NA,m,24.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,d473301,0700ede95c,6,g,4,f,pl,2015-10-07 11:49:00,2015,wyt,7H,sam_crofts,71.0,17.7,NA,NA,NA,NA,m,22.8,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tv44209,0700ee2248,3,g,3,f,pl,2015-10-07 11:49:00,2015,wyt,7H,sam_crofts,76.0,19.2,NA,NA,NA,NA,m,23.0,NA,NA,NA,NA,NA,NA,NA
physical,retrap,d473403,03000191ae,3,g,4,f,pl,2015-10-08 08:25:00,2015,wyt,5I,keith_mcmahon,74.0,16.8,NA,NA,NA,NA,m,20.0,NA,NA,NA,NA,NA,NA,NA
physical,retrap,ts45160,0300019e56,3,g,4,m,pl,2015-10-08 09:10:00,2015,wyt,5I,fraser_bell,76.0,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tr44658,030000ac98,3,g,3,m,pl,2015-10-08 09:10:00,2015,wyt,5I,fraser_bell,74.0,18.0,NA,NA,NA,NA,m,23.5,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27294,0700edf0cb,3,g,3,f,pl,2015-10-08 09:10:00,2015,wyt,5I,keith_mcmahon,71.0,18.0,NA,NA,NA,NA,m,22.9,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tx42215,0300025381,3,g,3,m,pl,2015-10-08 09:10:00,2015,wyt,5I,fraser_bell,74.0,19.6,NA,NA,NA,NA,m,23.5,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tl37302,0300028f5d,3,g,4,f,pl,2015-10-08 09:10:00,2015,wyt,5I,fraser_bell,76.0,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z101996,0700edcbf4,1,g,3,f,pl,2015-10-08 09:24:00,2015,wyt,5I,fraser_bell,71.0,17.6,NA,NA,NA,NA,m,24.0,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z101991,0700ede9fa,1,g,3,m,pl,2015-10-08 09:24:00,2015,wyt,5I,fraser_bell,75.0,18.1,NA,NA,NA,NA,m,24.6,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z101990,0700ee040e,1,g,3,f,pl,2015-10-08 09:24:00,2015,wyt,5I,keith_mcmahon,74.0,15.7,NA,NA,NA,NA,m,21.2,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z101998,0700edd61b,1,g,3,m,pl,2015-10-08 09:59:00,2015,wyt,5I,keith_mcmahon,77.0,19.4,NA,NA,NA,NA,m,23.2,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tr44658,030000ac98,3,g,3,m,pl,2015-10-08 11:00:00,2015,wyt,5I,keith_mcmahon,73.0,18.0,NA,NA,NA,NA,m,22.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,h300132,030001e4c6,3,g,4,m,pl,2015-10-08 11:29:00,2015,wyt,5I,fraser_bell,76.0,18.9,NA,NA,NA,NA,m,21.9,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tl37302,0300028f5d,3,g,4,f,pl,2015-10-09 08:00:00,2015,wyt,5I,fraser_bell,74.0,17.2,NA,NA,NA,NA,m,23.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z101990,0700ee040e,3,g,3,f,pl,2015-10-09 08:00:00,2015,wyt,5I,fraser_bell,73.0,15.9,NA,NA,NA,NA,m,22.4,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z627679,0700ee32d2,1,g,3,f,pl,2015-10-09 09:00:00,2015,wyt,5I,fraser_bell,73.0,16.9,NA,NA,NA,NA,m,22.6,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z627682,0700eda792,1,g,3,f,pl,2015-10-09 09:00:00,2015,wyt,5I,fraser_bell,73.0,17.6,NA,NA,NA,NA,m,22.5,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tr44096,0700ee093a,6,g,4,f,pl,2015-10-09 09:00:00,2015,wyt,5I,keith_mcmahon,76.0,17.8,NA,NA,NA,NA,m,22.7,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tx42215,0300025381,3,g,3,m,pl,2015-10-09 09:00:00,2015,wyt,5I,fraser_bell,75.0,19.1,NA,NA,NA,NA,m,22.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,ts45160,0300019e56,3,g,4,NA,NA,2015-10-09 09:00:00,2015,wyt,5I,keith_mcmahon,77.0,18.8,NA,NA,NA,NA,m,22.2,NA,NA,NA,NA,NA,NA,NA
physical,retrap,ts47531,2a006dc033,3,g,4,m,pl,2015-10-09 09:00:00,2015,wyt,5I,fraser_bell,75.0,18.8,NA,NA,NA,NA,m,23.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z101996,0700edcbf4,3,g,3,f,pl,2015-10-09 09:00:00,2015,wyt,5I,keith_mcmahon,73.0,17.6,NA,NA,NA,NA,m,22.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27692,0700ed9cc7,6,g,4,m,pl,2015-10-09 09:40:00,2015,wyt,5I,keith_mcmahon,78.0,19.1,NA,NA,NA,NA,m,22.6,NA,NA,NA,NA,NA,NA,NA
physical,retrap,y160479,0700edab2f,6,g,4,f,pl,2015-10-09 10:19:00,2015,wyt,5I,keith_mcmahon,73.0,18.4,NA,NA,NA,NA,m,22.8,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tx42559,0300022808,3,g,4,f,pl,2015-10-09 10:19:00,2015,wyt,5I,fraser_bell,73.0,18.1,NA,NA,NA,NA,m,23.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z627679,0700ee32d2,3,g,3,NA,NA,2015-10-09 10:19:00,2015,wyt,5I,fraser_bell,71.0,16.8,NA,NA,NA,NA,m,22.8,NA,NA,NA,NA,NA,NA,NA
physical,retrap,d473403,03000191ae,3,g,4,NA,NA,2015-10-09 10:50:00,2015,wyt,5I,fraser_bell,73.0,17.1,NA,NA,NA,NA,m,23.0,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z101996,0700edcbf4,3,g,3,NA,NA,2015-10-09 12:00:00,2015,wyt,5I,fraser_bell,73.0,18.1,NA,NA,NA,NA,m,23.5,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27241,0700ed9ba8,3,g,3,m,pl,2015-10-12 09:20:00,2015,wyt,2C,fraser_bell,78.0,18.8,NA,NA,NA,NA,m,23.7,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27270,0700ed8c89,3,g,3,m,pl,2015-10-12 09:20:00,2015,wyt,2C,keith_mcmahon,77.0,19.7,NA,NA,NA,NA,m,23.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tx42828,0700ee1047,3,g,3,f,pl,2015-10-12 09:20:00,2015,wyt,2C,keith_mcmahon,74.0,17.9,NA,NA,NA,NA,m,21.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tl37316,030003235b,3,g,4,m,pl,2015-10-12 09:20:00,2015,wyt,2C,dave_kelly,77.0,18.6,NA,NA,NA,NA,m,22.8,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27686,0700ee0c02,6,g,4,f,pl,2015-10-12 09:20:00,2015,wyt,2C,dave_kelly,74.0,17.7,NA,NA,NA,NA,m,22.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,y163379,0700edda2a,3,g,4,m,pl,2015-10-12 09:20:00,2015,wyt,2C,dave_kelly,80.0,19.5,NA,NA,NA,NA,m,23.1,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp27958,030000c0e4,3,g,4,m,pl,2015-10-12 09:20:00,2015,wyt,2C,fraser_bell,76.0,19.3,NA,NA,NA,NA,m,23.8,NA,NA,NA,NA,NA,NA,NA
physical,retrap,tp42898,0700ee2550,3,g,3,f,pl,2015-10-12 09:20:00,2015,wyt,2C,fraser_bell,73.0,17.0,NA,NA,NA,NA,m,23.0,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z626579,0700ee1652,3,g,3,m,pl,2015-10-12 09:20:00,2015,wyt,2C,fraser_bell,75.0,18.6,NA,NA,NA,NA,m,24.4,NA,NA,NA,NA,NA,NA,NA
physical,retrap,z030568,0700ee1330,3,g,4,f,pl,2015-10-12 09:20:00,2015,wyt,2C,fraser_bell,73.0,18.4,NA,NA,NA,NA,m,23.0,NA,NA,NA,NA,NA,NA,NA
physical,new_capture,z627884,0700ed944d,1,g,3,f,pl,2015-10-12 09:20:00,2015,wyt,2C,fraser_bell,72.0,17.9,NA,NA,NA,NA,m,23.0,NA,NA,NA,NA,NA,NA,NA
