year,pnum,nestbox,clear_date,missing_entire_brood,suspected_predation,lay_date,april_lay_date,lay_date_visit_interval,laying_rate,incubation_started,num_broken_eggs,hatch_date,april_hatch_date,incubation_duration,total_egg_weight,num_eggs_weighed,clutch_size,num_chicks,num_chicks_ringed,april_ring_date,ring_day,num_live_chicks,num_dead_chicks,num_fledglings,mean_chick_weight,father,mother,resident,natal_box,year_born,bto_age,age,x,y,type,poly,edge_edi,altitude_m,aspect,northness,habitat_type,soil_type,recorded,total_recordings,missing_recordings,first_recorded,last_recorded,delay,n_vocalisations,repertoire_size
2017,20171SW84A,SW84A,2017-06-20,,,2017-04-21,21.0,3.0,1.0,True,0,2017-05-12,42.0,15.0,6.2,4.0,7.0,7.0,3,56.0,15.0,3.0,0,3,19.07,,ts45699,,,,,,447375.33,207309.71,G,4805.19,56.7842,143.493,28.6397,0.877651081,3.0,1.0,False,0,0,,,,0,
2017,20171SW85,SW85,2017-06-29,,,2017-05-18,48.0,18.0,,True,0,2017-06-03,64.0,12.0,,,5.0,4.0,4,78.0,15.0,4.0,0,4,14.75,tr44769,tp27481,False,,2015.0,4.0,2,447385.33,207377.71,G,2910.78,126.72,141.631,34.2403,0.826685018,2.0,1.0,False,0,0,,,,0,
2017,20171SW87,SW87,2017-05-06,,True,2017-04-13,13.0,7.0,,True,0,2017-05-02,32.0,15.0,5.5,4.0,5.0,5.0,0,,,,0,0,,,,,,,,,447421.33,207386.71,G,3239.55,132.209,140.058,47.4288,0.676505881,3.0,1.0,False,0,0,,,,0,
2017,20171W100,W100,2017-06-10,,,2017-04-25,25.0,7.0,,True,0,2017-05-16,46.0,12.0,6.4,4.0,10.0,8.0,8,62.0,17.0,8.0,1,7,14.49,tr44798,vz29608,False,,2015.0,6.0,2,445358.33,209039.71,G,1568.7,93.8364,69.0097,288.833,0.322810873,5.0,3.0,False,0,0,,,,0,
2017,20171W102,W102,2017-05-31,,,2017-04-08,8.0,4.0,1.0,True,0,2017-05-02,32.0,17.0,6.1,4.0,8.0,8.0,7,46.0,15.0,7.0,0,7,15.77,tp42246,z030749,True,EX10,2015.0,6.0,2,445323.33,209040.71,G,4827.45,66.3368,66.6848,283.161,0.227688123,5.0,3.0,False,0,0,,,,0,
2017,20171W103,W103,2017-05-13,,,2017-04-16,16.0,8.0,1.0,True,0,2017-05-08,38.0,15.0,6.6,4.0,8.0,7.0,0,,,,7,0,,,,,,,,,445304.33,209032.71,G,2785.09,56.3627,65.9215,274.717,0.082234213,5.0,3.0,False,0,0,,,,0,
2017,20171W103A,W103A,2017-05-31,,,2017-04-14,14.0,8.0,,True,0,2017-05-05,35.0,14.0,6.3,4.0,8.0,8.0,5,49.0,15.0,5.0,1,4,16.88,ts46630,tx42498,True,W103A,2016.0,5.0,1,445294.33,209015.71,G,1460.53,64.4132,66.2224,275.453,0.095029192,5.0,3.0,False,0,0,,,,0,
2017,20171W104,W104,2017-05-17,,,2017-04-14,14.0,8.0,,True,0,2017-05-03,33.0,13.0,6.4,4.0,7.0,6.0,0,,,,6,0,,ts45439,vz29314,True,EX60,2015.0,6.0,2,445273.33,208998.71,G,5986.1,65.6083,66.532,337.009,0.920566218,5.0,3.0,False,0,0,,,,0,
2017,20171W12,W12,2017-05-25,,,2017-04-12,12.0,4.0,,True,0,2017-05-02,32.0,15.0,5.3,4.0,6.0,6.0,5,46.0,15.0,5.0,1,5,18.02,tr44232,d471994,True,O66,2013.0,6.0,4,446105.33,209157.71,G,1572.27,268.036,87.9321,55.695,0.563598137,5.0,3.0,False,0,0,,,,0,
2017,20171W14,W14,2017-05-18,,,2017-04-18,18.0,7.0,1.0,True,0,2017-05-10,40.0,15.0,6.5,4.0,8.0,7.0,0,,,,7,0,,,,,,,,,446247.33,209273.76,G,4815.99,89.7006,75.544,343.957,0.961054562,5.0,3.0,False,0,0,,,,0,
2017,20171W18,W18,2017-05-25,,,2017-04-10,10.0,6.0,1.0,True,0,2017-05-01,31.0,13.0,6.6,4.0,9.0,8.0,6,45.0,15.0,6.0,0,6,16.05,,d473261,,,,,,446247.33,209436.71,G,3491.04,27.0358,65.4923,338.91,0.933016352,5.0,3.0,False,0,0,,,,0,
2017,20171W19,W19,2017-05-25,,,2017-04-07,7.0,6.0,,True,0,2017-05-01,31.0,16.0,6.7,4.0,9.0,9.0,8,45.0,15.0,8.0,0,8,18.83,d473269,d473242,False,,2014.0,6.0,3,446231.33,209497.71,G,2862.43,31.1352,63.0741,354.432,0.995281745,5.0,3.0,False,0,0,,,,0,
2017,20171W22,W22,2017-05-27,,,2017-04-17,17.0,3.0,1.0,True,0,2017-05-05,35.0,13.0,6.5,4.0,6.0,6.0,6,49.0,15.0,6.0,0,6,17.98,d473277,tp27013,False,,2014.0,6.0,3,446164.33,209458.71,G,2693.34,97.2671,63.702,304.586,0.567642598,5.0,3.0,False,0,0,,,,0,
2017,20171W25,W25,2017-05-25,,,2017-04-11,11.0,7.0,0.75,True,0,2017-05-01,31.0,15.0,5.6,4.0,6.0,6.0,5,45.0,15.0,5.0,0,5,13.88,tv44775,vz29258,False,,2016.0,5.0,1,446156.33,209366.71,G,2170.54,129.714,68.3316,335.625,0.910863825,5.0,3.0,False,0,0,,,,0,
2017,20171W27,W27,2017-05-24,,,2017-04-08,8.0,7.0,,True,0,2017-04-29,29.0,14.0,6.3,4.0,8.0,8.0,7,43.0,15.0,7.0,0,7,18.94,z626600,vz29259,False,,2015.0,6.0,2,446173.33,209315.71,G,5010.06,121.519,71.0571,353.616,0.993799008,5.0,3.0,False,0,0,,,,0,
2017,20171W28,W28,2017-05-27,,,2017-04-17,17.0,7.0,1.0,True,0,2017-05-05,35.0,12.0,6.4,4.0,7.0,6.0,6,49.0,15.0,6.0,0,6,14.85,tx42267,vz29231,True,W78,2016.0,5.0,1,446109.33,209245.71,G,3443.97,209.15,78.474,47.8259,0.671385647,5.0,3.0,False,0,0,,,,0,
2017,20171W32,W32,2017-05-27,,,2017-04-15,15.0,4.0,1.0,True,0,2017-05-05,35.0,14.0,7.6,4.0,7.0,3.0,3,49.0,15.0,3.0,0,3,18.23,tp27617,s882273,True,W51A,2014.0,6.0,3,446111.33,209455.71,G,2449.0,73.0255,64.5448,293.833,0.404072208,5.0,3.0,False,0,0,,,,0,
2017,20171W34,W34,2017-05-31,,,2017-04-17,17.0,7.0,1.0,True,0,2017-05-06,36.0,12.0,6.9,4.0,8.0,7.0,7,50.0,15.0,7.0,7,0,17.31,tp42296,tv44021,True,EX7,2015.0,6.0,2,446103.33,209396.71,G,2436.72,119.854,67.1318,331.489,0.878725489,5.0,3.0,False,0,0,,,,0,
2017,20171W35,W35,2017-06-19,,,2017-04-19,19.0,6.0,,True,0,2017-05-11,41.0,13.0,5.7,4.0,10.0,8.0,8,55.0,15.0,8.0,0,8,14.43,,s882064,,,,,,446067.33,209408.71,G,1470.38,91.3475,66.6523,1.53492,0.999641185,5.0,3.0,False,0,0,,,,0,
2017,20171W37,W37,2017-05-24,,,2017-04-09,9.0,7.0,,True,0,2017-04-29,29.0,13.0,5.4,3.0,8.0,8.0,8,43.0,15.0,8.0,0,8,18.09,tp27976,tp42898,True,EX31,2014.0,6.0,3,446046.33,209353.71,G,2148.45,132.242,69.7096,2.18672,0.999271787,5.0,3.0,False,0,0,,,,0,
2017,20171W41,W41,2017-05-25,,,2017-04-13,13.0,5.0,,True,0,2017-05-02,32.0,11.0,4.9,3.0,9.0,9.0,9,46.0,15.0,9.0,0,9,16.9,tp27066,z628051,True,W15,2015.0,6.0,2,446030.33,209444.71,G,1858.31,35.6182,64.8605,8.02299,0.990212146,5.0,3.0,False,0,0,,,,0,
2017,20171W42,W42,2017-05-26,,,2017-04-10,10.0,6.0,0.33,True,0,2017-05-03,33.0,16.0,7.4,4.0,8.0,7.0,7,47.0,15.0,7.0,0,7,18.84,tr44787,tx42065,False,,2015.0,6.0,2,445967.33,209346.71,G,2042.09,118.102,69.5465,5.59627,0.995233751,5.0,3.0,False,0,0,,,,0,
2017,20171W43,W43,2017-05-24,,,2017-04-09,9.0,6.0,1.0,True,0,2017-04-29,29.0,15.0,6.7,4.0,6.0,5.0,5,43.0,15.0,5.0,0,5,16.4,,tr44486,,,,,,445941.33,209362.71,G,1641.47,98.5129,68.0641,357.053,0.99867752,5.0,3.0,False,0,0,,,,0,
2017,20171W44,W44,2017-05-25,,,2017-04-11,11.0,4.0,1.0,True,0,2017-05-02,32.0,13.0,5.8,4.0,9.0,9.0,6,46.0,15.0,6.0,0,6,14.93,ts45477,vz30329,True,EX39C,2015.0,6.0,2,446005.33,209288.71,G,4467.01,183.457,77.9018,6.33302,0.99389755,5.0,3.0,False,0,0,,,,0,
2017,20171W51A,W51A,2017-05-15,,,2017-04-13,13.0,4.0,,True,0,2017-05-03,33.0,13.0,4.3,3.0,8.0,7.0,0,,,,7,0,,vz30328,,False,,2016.0,5.0,1,445876.33,209386.71,G,2055.5,63.4194,65.3232,349.624,0.983647,5.0,3.0,False,0,0,,,,0,
2017,20171W55,W55,2017-05-25,,,2017-04-13,13.0,5.0,,True,0,2017-05-02,32.0,13.0,5.1,3.0,7.0,7.0,7,46.0,15.0,7.0,0,7,18.33,z626574,tp42886,False,,2015.0,6.0,2,446057.33,209470.71,G,1808.42,25.6962,64.1713,270.525,0.00916285,5.0,3.0,False,0,0,,,,0,
2017,20171W60,W60,2017-05-25,,,2017-04-11,11.0,4.0,0.75,True,0,2017-05-02,32.0,13.0,7.0,4.0,9.0,7.0,7,46.0,15.0,7.0,0,7,19.31,te03616,z031585,True,W18,2014.0,6.0,3,445859.33,209421.71,G,1855.44,19.5668,62.8836,345.138,0.966546404,5.0,3.0,False,0,0,,,,0,
2017,20171W64,W64,2017-05-31,,,2017-04-12,12.0,8.0,,True,0,2017-05-05,35.0,15.0,7.2,4.0,9.0,8.0,3,49.0,15.0,3.0,0,3,16.1,z030558,tr44799,False,,,6.0,adult,445682.33,209306.71,G,1712.16,68.5475,68.5749,343.808,0.960332631,5.0,3.0,False,0,0,,,,0,
2017,20171W64B,W64B,2017-06-03,,,2017-04-24,24.0,7.0,1.0,True,0,2017-05-11,41.0,13.0,5.6,3.0,5.0,4.0,2,55.0,15.0,2.0,0,2,18.6,vz29249,,True,W60,2016.0,6.0,1,445719.33,209298.71,G,2295.35,93.5846,70.5515,345.031,0.966065719,5.0,3.0,False,0,0,,,,0,
2017,20171W65,W65,2017-05-31,,,2017-04-12,12.0,8.0,,True,0,2017-05-05,35.0,16.0,6.8,4.0,8.0,8.0,8,49.0,15.0,8.0,0,8,16.04,ts47478,z030584,True,W37,2013.0,6.0,4,445642.33,209320.71,G,2850.4,31.2219,65.1178,344.143,0.961946643,5.0,3.0,False,0,0,,,,0,
2017,20171W66,W66,2017-05-25,,,2017-04-09,9.0,6.0,1.0,True,0,2017-05-02,32.0,14.0,6.6,4.0,10.0,10.0,8,46.0,15.0,8.0,4,5,14.78,ts47218,d472431,True,W12,2013.0,6.0,4,445757.33,209361.71,G,1532.82,46.3383,64.8636,335.732,0.911632967,5.0,3.0,False,0,0,,,,0,
2017,20171W67,W67,2017-05-30,,,2017-04-16,16.0,7.0,1.0,True,0,,,,5.2,3.0,7.0,,0,,,,0,0,,,,,,,,,445819.33,209351.71,G,2863.86,80.9666,66.2628,9.4641,0.986388822,5.0,3.0,False,0,0,,,,0,
2017,20171W69,W69,2017-05-24,,,2017-04-12,12.0,4.0,,True,0,2017-04-30,30.0,12.0,6.4,4.0,7.0,7.0,7,44.0,15.0,7.0,0,7,17.21,tp27065,z627885,True,W15,2015.0,6.0,2,445872.33,209243.71,G,10935.65,200.062,84.5911,329.572,0.862266271,5.0,3.0,False,0,0,,,,0,
2017,20171W74,W74,2017-05-15,,,2017-04-09,9.0,4.0,1.0,True,0,2017-05-01,31.0,16.0,5.5,3.0,7.0,7.0,0,,,,5,0,,z032161,vz29234,False,,2014.0,6.0,3,445800.33,209211.71,G,5860.96,207.399,86.3679,339.745,0.938161128,5.0,3.0,False,0,0,,,,0,
2017,20171W76,W76,2017-05-22,,,2017-04-05,5.0,0.0,1.25,True,0,2017-04-28,28.0,15.0,9.0,6.0,9.0,9.0,4,42.0,15.0,4.0,0,4,14.92,,z032157,,,,,,445644.33,209161.71,G,3148.62,175.628,81.7836,331.836,0.88160019,5.0,3.0,False,0,0,,,,0,
2017,20171W8,W8,2017-05-31,,,2017-04-18,18.0,7.0,1.0,True,0,2017-05-09,39.0,14.0,6.0,4.0,8.0,8.0,8,53.0,15.0,8.0,0,8,18.71,tp27260,tv44785,True,EX47A,2015.0,6.0,2,446167.33,209134.76,G,1870.58,249.886,88.5252,358.498,0.999656411,5.0,3.0,False,0,0,,,,0,
2017,20171W80,W80,2017-05-31,,,2017-04-18,18.0,7.0,,True,0,2017-05-06,36.0,11.0,,,8.0,8.0,8,50.0,15.0,8.0,0,8,17.65,z627890,tp25966,False,,2015.0,6.0,2,445704.33,209263.71,G,2370.11,117.698,74.5043,334.405,0.90187023,5.0,3.0,False,0,0,,,,0,
2017,20171W84,W84,2017-05-31,,,2017-04-19,19.0,7.0,,True,0,2017-05-08,38.0,13.0,6.9,4.0,7.0,7.0,7,52.0,15.0,7.0,0,7,17.84,,tx42457,,,,,,445572.33,209301.71,G,1297.62,12.929,62.6722,325.755,0.82663886,5.0,3.0,False,0,0,,,,0,
2017,20171W87,W87,2017-05-31,,,2017-04-14,14.0,8.0,1.0,True,0,2017-05-06,36.0,15.0,7.5,4.0,8.0,7.0,6,50.0,15.0,6.0,0,6,18.03,tr44796,tp27490,False,,2015.0,6.0,2,445546.33,209292.71,G,942.275,7.9931,61.9162,334.493,0.902532681,5.0,3.0,False,0,0,,,,0,
2017,20171W91,W91,2017-05-25,,,2017-04-13,13.0,8.0,,True,0,2017-05-03,33.0,15.0,8.2,5.0,6.0,6.0,6,47.0,15.0,6.0,0,6,17.75,y163379,vz29311,False,,2013.0,6.0,4,445496.33,209236.71,G,6654.47,31.4326,65.6311,307.293,0.60589121,5.0,3.0,False,0,0,,,,0,
2017,20171W95,W95,2017-05-26,,,2017-04-09,9.0,8.0,-0.33,True,0,2017-05-04,34.0,17.0,6.0,4.0,9.0,6.0,1,48.0,15.0,1.0,0,1,15.0,y163128,d471277,False,,2013.0,6.0,4,445509.33,209118.71,G,1735.44,153.999,76.6582,331.41,0.87806651,5.0,3.0,False,0,0,,,,0,
2017,20171W98,W98,2017-05-25,,,2017-04-11,11.0,8.0,,True,0,2017-05-02,32.0,14.0,5.9,4.0,8.0,8.0,7,46.0,15.0,7.0,0,7,17.63,tr44220,tp27394,True,O11,2013.0,6.0,4,445459.33,209114.71,G,9307.92,126.428,70.7073,312.571,0.676503311,5.0,3.0,False,0,0,,,,0,
2017,20172EX56,EX56,2017-06-19,,,2017-04-27,27.0,12.0,,True,0,2017-05-16,46.0,13.0,6.4,4.0,7.0,5.0,5,60.0,15.0,5.0,0,5,17.02,vz29212,y161003,True,CP24,2016.0,3.0,1,446552.33,208643.71,G,6300.25,36.6913,122.153,6.99453,0.992557782,4.0,1.0,False,0,0,,,,0,
2018,20181B10,B10,2018-07-16,,,2018-04-22,22.0,5.0,,True,0,2018-05-11,41.0,11.0,5.2,3.0,9.0,9.0,9,57.0,17.0,9.0,0,9,19.26,tv44889,tp28371,False,,2016.0,6.0,2,447762.72,207546.76,G,1842.32,97.2329,115.701,53.4839,0.595048645,5.0,2.0,False,0,0,,,,0,
2018,20181B113,B113,,,,2018-05-10,40.0,7.0,,,0,,,,5.1,3.0,6.0,,0,,,,0,0,,,,,,,,,447736.72,207671.76,G,796.588,174.282,107.886,45.6723,0.69876121,5.0,2.0,False,0,0,,,,0,
2018,20181B114,B114,2018-05-08,,True,2018-04-28,28.0,6.0,,,0,,,,4.7,3.0,4.0,,0,,,,0,0,,,,,,,,,447784.72,207706.76,G,1190.61,146.739,100.681,58.5322,0.522019302,5.0,3.0,False,0,0,,,,0,
2018,20181B119,B119,2018-07-16,,,2018-04-20,20.0,7.0,1.0,True,0,2018-05-11,41.0,12.0,5.4,3.0,10.0,10.0,10,56.0,16.0,10.0,0,10,19.03,va66574,vz32601,True,,2016.0,6.0,2,447917.72,207770.76,G,1449.99,70.4333,82.556,47.0451,0.681422469,5.0,3.0,False,0,0,,,,0,
2018,20181B145,B145,2018-06-15,,,2018-04-26,26.0,4.0,1.0,True,0,2018-05-16,46.0,14.0,5.1,3.0,7.0,7.0,7,60.0,15.0,7.0,0,7,18.86,,tv44782,,,,,,447527.72,207497.76,G,248.425,126.723,131.58,9.36341,0.986676263,5.0,1.0,False,0,0,,,,0,
2018,20181B16,B16,,,,2018-05-22,52.0,7.0,,,0,,,,5.4,3.0,5.0,,0,,,,0,0,,,,,,,,,447829.72,207726.76,G,1177.06,114.797,94.9284,80.6118,0.163122775,5.0,3.0,False,0,0,,,,0,
2018,20181B161,B161,2018-05-13,,True,2018-04-20,20.0,4.0,1.0,True,0,2018-05-13,43.0,15.0,4.5,3.0,9.0,8.0,0,,,,8,0,,,,,,,,,447430.72,207645.76,G,1630.96,217.747,122.371,351.243,0.988342918,5.0,2.0,False,0,0,,,,0,
2018,20181B170A,B170A,2018-06-15,,,2018-04-30,30.0,3.0,1.0,True,0,2018-05-21,51.0,14.0,5.0,3.0,8.0,8.0,8,65.0,15.0,8.0,0,8,14.35,,,,,,,,447554.72,207377.76,G,852.546,17.9117,138.649,14.0167,0.970225172,3.0,1.0,False,0,0,,,,0,
2018,20181B179,B179,2018-05-11,,True,2018-04-19,19.0,6.0,,True,0,,,,4.9,3.0,9.0,,0,,,,0,0,,,,,,,,,447449.72,207766.76,G,670.343,96.9168,113.662,31.9592,0.848425234,5.0,2.0,False,0,0,,,,0,
2018,20181B188,B188,2018-07-16,,,2018-04-19,19.0,3.0,1.0,True,0,2018-05-13,43.0,13.0,4.9,3.0,12.0,9.0,9,56.0,14.0,9.0,0,9,18.79,vh21943,vz30682,False,,2016.0,6.0,2,447734.72,207987.76,G,1416.09,44.7237,82.9965,73.0686,0.291226516,5.0,3.0,False,0,0,,,,0,
2018,20181B194,B194,2018-05-27,,True,2018-04-20,20.0,7.0,1.0,True,0,2018-05-11,41.0,13.0,5.3,3.0,9.0,7.0,0,,,,0,0,,vb55899,vh21957,False,,2016.0,6.0,2,447875.72,207960.76,G,2776.33,22.7502,75.0259,38.3659,0.784062999,5.0,3.0,False,0,0,,,,0,
2018,20181B201,B201,2018-05-15,,True,2018-04-23,23.0,6.0,0.5,True,0,,,,4.6,3.0,4.0,,0,,,,0,0,,,,,,,,,447485.72,207826.76,G,2719.9,31.6845,108.324,350.253,0.985564925,5.0,2.0,False,0,0,,,,0,
2018,20181B205,B205,2018-05-11,,,2018-04-20,20.0,7.0,1.0,True,0,2018-05-10,40.0,14.0,5.7,3.0,7.0,6.0,0,,,,6,0,,,,,,,,,447877.72,207724.76,G,710.239,71.2958,90.2378,75.1112,0.256943884,5.0,3.0,False,0,0,,,,0,
2018,20181B212,B212,2018-07-16,,,2018-04-21,21.0,6.0,,True,0,2018-05-11,41.0,14.0,5.4,3.0,7.0,7.0,6,54.0,14.0,6.0,0,6,19.5,,tx42009,,,,,,447519.72,207746.76,G,2160.01,118.672,114.102,20.5768,0.936201925,5.0,2.0,False,0,0,,,,0,
2018,20181B213,B213,2018-05-28,,True,2018-05-12,42.0,7.0,,True,0,,,,4.5,3.0,7.0,,0,,,,0,0,,,,,,,,,447605.72,207765.76,G,1618.92,116.794,107.651,11.7232,0.979140618,5.0,2.0,False,0,0,,,,0,
2018,20181B224,B224,2018-07-16,,,2018-04-26,26.0,4.0,1.0,True,0,2018-05-16,46.0,13.0,4.6,3.0,8.0,8.0,8,60.0,15.0,8.0,0,8,18.79,vz32640,d472947,False,,,6.0,adult,447750.72,207895.76,G,3053.25,123.564,86.2699,64.0629,0.437384176,5.0,3.0,False,0,0,,,,0,
2018,20181B227,B227,2018-07-16,,,2018-04-26,26.0,4.0,1.0,True,0,2018-05-15,45.0,11.0,5.5,3.0,9.0,8.0,8,59.0,15.0,8.0,0,8,18.2,vz30342,vz32609,True,EX26,2017.0,5.0,1,447763.72,208100.76,G,1597.35,5.99261,76.8308,33.3466,0.835360552,5.0,3.0,False,0,0,,,,0,
2018,20181B27,B27,2018-07-16,,,2018-04-26,26.0,6.0,,True,0,2018-05-18,48.0,15.0,4.7,3.0,8.0,6.0,6,62.0,15.0,6.0,0,6,19.5,,tv44769,,,,,,447787.72,207749.76,G,1476.22,162.547,97.0016,22.3169,0.925097754,5.0,3.0,False,0,0,,,,0,
2018,20181B39,B39,2018-06-04,,,2018-04-22,22.0,3.0,0.67,True,0,2018-05-14,44.0,15.0,5.1,3.0,8.0,7.0,7,58.0,15.0,7.0,0,7,19.46,vz29759,tp27407,True,C54,2017.0,5.0,1,447589.54,207473.85,G,871.283,81.7945,131.365,51.0024,0.629287837,5.0,1.0,False,0,0,,,,0,
2018,20181B49,B49,2018-04-27,,True,2018-04-22,22.0,3.0,,,0,,,,4.6,3.0,5.0,,0,,,,0,0,,,,,,,,,447581.72,207564.76,G,1126.35,172.828,125.55,17.3437,0.954533711,5.0,1.0,False,0,0,,,,0,
2018,20181B5,B5,2018-07-16,,,2018-04-22,22.0,7.0,,True,0,2018-05-13,43.0,14.0,4.8,3.0,8.0,7.0,7,58.0,16.0,7.0,0,7,18.14,vz32602,vz32629,False,,2017.0,5.0,1,447829.72,207426.76,G,220.648,1.43621,117.191,85.564,0.07734548,5.0,2.0,False,0,0,,,,0,
2018,20181B58,B58,2018-05-16,,True,2018-04-26,26.0,4.0,1.0,True,0,,,,5.2,3.0,8.0,,0,,,,0,0,,,,,,,,,447502.72,207651.76,G,1435.26,214.643,121.838,0.567539,0.999950942,5.0,2.0,False,0,0,,,,0,
2018,20181B75,B75,2018-07-16,,,2018-04-23,23.0,6.0,1.0,True,0,2018-05-16,46.0,15.0,4.2,3.0,9.0,9.0,9,60.0,15.0,9.0,0,9,16.62,vz32630,,False,,2017.0,5.0,1,447758.72,207448.76,G,1278.53,37.4959,122.352,47.0846,0.680917738,5.0,2.0,False,0,0,,,,0,
2018,20181B76,B76,2018-05-08,,True,2018-04-18,18.0,6.0,,True,0,,,,4.8,3.0,8.0,,0,,,,0,0,,,,,,,,,447677.72,207683.76,G,1021.93,223.618,111.105,44.126,0.717810429,5.0,2.0,False,0,0,,,,0,
2018,20181B79,B79,2018-07-10,,,2018-06-03,64.0,29.0,,True,0,2018-06-07,68.0,1.0,,,4.0,4.0,4,82.0,15.0,4.0,0,4,17.75,,,,,,,,447443.72,207758.76,G,1620.97,104.775,114.322,40.4967,0.76044337,5.0,1.0,False,0,0,,,,0,
2018,20181B98,B98,,,,2018-05-08,38.0,7.0,0.67,True,0,,,,5.2,3.0,9.0,,0,,,,0,0,,,,,,,,,447876.72,207609.76,G,1796.61,14.8585,97.1725,58.6628,0.52007377,5.0,3.0,False,0,0,,,,0,
2018,20181C1,C1,2018-06-20,,,2018-04-20,20.0,7.0,1.0,True,0,2018-05-12,42.0,13.0,5.15,3.0,10.0,10.0,10,56.0,15.0,10.0,0,10,18.53,tv44257,d472312,True,W10,2015.0,6.0,3,446340.33,206937.71,G,2166.44,116.584,109.258,172.35,-0.991099747,5.0,3.0,False,0,0,,,,0,
2018,20181C105,C105,2018-05-14,,,2018-04-19,19.0,4.0,1.0,True,0,2018-05-08,38.0,13.0,7.05,4.0,7.0,7.0,0,,,,7,0,,,,,,,,,446268.72,206788.76,G,2778.56,89.0376,101.436,148.301,-0.850820281,5.0,3.0,False,0,0,,,,0,
2018,20181C107,C107,2018-05-23,,,2018-04-17,17.0,4.0,,True,0,2018-05-06,36.0,14.0,6.57,4.0,6.0,6.0,6,50.0,15.0,6.0,0,6,19.67,,vz29712,,,,,,446221.72,206699.76,G,2000.73,94.0886,94.9833,177.108,-0.998726412,5.0,3.0,False,0,0,,,,0,
2018,20181C111,C111,2018-06-20,,,2018-04-21,21.0,7.0,,True,0,2018-05-11,41.0,12.0,,,9.0,8.0,8,55.0,15.0,8.0,0,8,19.18,vz29023,tl39685,True,C109,2016.0,6.0,2,446227.33,206593.71,G,645.793,2.20571,86.8934,169.701,-0.983888158,5.0,3.0,False,0,0,,,,0,
2018,20181C117,C117,2018-06-20,,,2018-04-17,17.0,4.0,,True,0,2018-05-11,41.0,14.0,7.15,4.0,11.0,11.0,11,55.0,15.0,11.0,0,11,18.8,z626220,vf63394,False,,2017.0,5.0,1,446435.72,206593.76,G,492.753,2.57905,85.6255,170.633,-0.986666067,5.0,3.0,False,0,0,,,,0,
2018,20181C132,C132,2018-06-20,,,2018-04-16,16.0,6.0,1.0,True,0,2018-05-06,36.0,13.0,6.41,4.0,8.0,8.0,6,50.0,15.0,6.0,0,6,18.22,,d472301,,,,,,446293.33,206653.76,G,1350.7,80.2332,91.2344,159.656,-0.937622231,5.0,3.0,False,0,0,,,,0,
2018,20181C133,C133,2018-05-23,,,2018-04-14,14.0,6.0,1.0,True,0,2018-05-04,34.0,13.0,4.5,3.0,8.0,8.0,8,48.0,15.0,8.0,0,8,18.8,vz29104,tl37276,True,C134,2016.0,6.0,2,446346.72,206709.76,G,1744.74,123.91,92.7292,171.976,-0.990209685,5.0,3.0,False,0,0,,,,0,
2018,20181C147,C147,2018-06-20,,,2018-05-09,39.0,10.0,,True,0,2018-05-23,53.0,8.0,,,7.0,6.0,4,72.0,20.0,4.0,0,4,16.53,,,,,,,,446621.72,206927.76,G,311.19,7.14938,109.586,238.518,-0.522230674,5.0,2.0,False,0,0,,,,0,
2018,20181C156,C156,2018-05-13,,,2018-04-13,13.0,3.0,1.0,True,0,2018-05-06,36.0,14.0,6.86,4.0,10.0,10.0,0,,,,10,0,,,,,,,,,446528.33,206909.71,G,2617.84,102.387,99.8519,214.509,-0.824037208,5.0,2.0,False,0,0,,,,0,
2018,20181C158,C158,2018-05-25,,True,2018-04-19,19.0,7.0,1.0,True,0,2018-05-10,40.0,13.0,6.37,4.0,9.0,9.0,9,54.0,15.0,9.0,1,8,16.76,vz30614,tv44800,True,C104,2017.0,5.0,1,446440.72,207019.76,G,976.327,25.995,110.46,167.311,-0.975576733,5.0,2.0,False,0,0,,,,0,
2018,20181C160A,C160A,2018-05-18,,,2018-04-22,22.0,7.0,,True,0,2018-05-11,41.0,13.0,6.6,4.0,7.0,6.0,0,,,,6,0,,,,,,,,,446323.33,207042.71,G,5018.98,37.459,118.473,118.068,-0.470519135,5.0,2.0,False,0,0,,,,0,
2018,20181C19,C19,2018-06-20,,,2018-04-18,18.0,4.0,,True,0,2018-05-10,40.0,13.0,4.64,3.0,10.0,10.0,10,54.0,15.0,10.0,0,10,19.28,vz30681,ts45283,True,C137,2017.0,5.0,1,446464.72,206681.76,G,861.608,7.32938,90.2706,167.76,-0.977268124,5.0,3.0,False,0,0,,,,0,
2018,20181C26,C26,2018-06-20,,,2018-04-17,17.0,7.0,,True,0,2018-05-10,40.0,14.0,6.64,4.0,10.0,10.0,10,54.0,15.0,10.0,0,10,20.38,vf63383,vf63376,False,,2017.0,5.0,1,446394.72,206812.76,G,585.44,128.595,97.8985,192.896,-0.974776778,5.0,3.0,False,0,0,,,,0,
2018,20181C28,C28,2018-06-20,,,2018-04-19,19.0,7.0,1.0,True,0,2018-05-09,39.0,15.0,6.61,4.0,6.0,5.0,5,53.0,15.0,5.0,0,5,18.38,,tl39672,,,,,,446413.72,206755.76,G,1156.6,82.6884,94.0716,174.195,-0.994871886,5.0,3.0,False,0,0,,,,0,
