year,pnum,nestbox,clear_date,missing_entire_brood,suspected_predation,lay_date,april_lay_date,lay_date_visit_interval,laying_rate,incubation_started,num_broken_eggs,hatch_date,april_hatch_date,incubation_duration,total_egg_weight,num_eggs_weighed,clutch_size,num_chicks,num_chicks_ringed,april_ring_date,ring_day,num_live_chicks,num_dead_chicks,num_fledglings,mean_chick_weight,father,mother,resident,natal_box,year_born,bto_age,age,x,y,type,poly,edge_edi,altitude_m,aspect,northness,habitat_type,soil_type,recorded,total_recordings,missing_recordings,first_recorded,last_recorded,delay,n_vocalisations,repertoire_size
2014,20141EX65,EX65,2014-05-25,,,2014-04-14,14.0,6.0,1.0,,0,,,,6.12,4.0,6.0,,0,,,,0,0,,,,,,,,,446127.33,208492.71,G,17730.39,138.958,148.957,42.6573,0.735419793,4.0,1.0,False,0,0,,,,0,
2014,20141EX66,EX66,2014-06-27,,,2014-04-20,20.0,8.0,,True,0,2014-05-11,41.0,15.0,6.8,4.0,7.0,7.0,7,55.0,15.0,7.0,0,7,18.84,z032576,ts47124,False,,2013.0,5.0,1,445877.75,208346.33,G,6171.88,107.112,162.518,337.553,0.924233129,3.0,1.0,False,0,0,,,,0,
2014,20141EX67,EX67,2014-06-27,,,2014-04-13,13.0,7.0,1.0,True,0,2014-05-07,37.0,16.0,7.4,4.0,9.0,9.0,8,51.0,15.0,8.0,0,8,18.8,tl39922,y161935,False,,,4.0,unknown,445956.33,208360.71,G,16149.0,36.3851,161.472,10.6014,0.982930854,3.0,1.0,False,0,0,,,,0,
2014,20141EX72,EX72,2014-06-27,,,2014-04-23,23.0,8.0,,,0,,,,7.0,4.0,4.0,,0,,,,0,0,,,,,,,,,445922.33,208217.71,G,6661.5,115.621,162.193,187.693,-0.990999562,3.0,1.0,False,0,0,,,,0,
2014,20141EX74,EX74,2014-06-27,,,2014-04-15,15.0,7.0,1.0,True,0,2014-05-10,40.0,18.0,6.5,4.0,8.0,7.0,7,54.0,15.0,7.0,0,7,18.53,tl36065,z032571,True,MP90,2013.0,4.0,1,445909.33,208141.71,G,3174.97,124.923,158.69,196.937,-0.956625657,3.0,1.0,False,0,0,,,,0,
2014,20141EX75,EX75,2014-06-27,,,2014-04-12,12.0,7.0,,True,0,2014-05-04,34.0,15.0,7.2,4.0,8.0,7.0,7,48.0,15.0,7.0,0,7,18.37,y160581,tp42439,False,,,4.0,unknown,445916.33,208096.71,G,5794.52,95.3508,156.063,184.031,-0.997526162,3.0,1.0,False,0,0,,,,0,
2014,20141EX75A,EX75A,2014-05-20,,,2014-04-15,15.0,7.0,,True,0,2014-05-14,44.0,20.0,7.4,4.0,10.0,6.0,0,,,,0,0,,,,,,,,,445885.33,208058.71,G,11985.2,110.459,152.646,191.653,-0.979388829,3.0,1.0,False,0,0,,,,0,
2014,20141EX76,EX76,2014-05-21,,,2014-04-21,21.0,3.0,1.0,True,0,,,,4.92,3.0,7.0,,0,,,,0,0,,,,,,,,,445899.33,207993.71,G,11600.63,102.08,147.492,190.493,-0.983277164,3.0,1.0,False,0,0,,,,0,
2014,20141EX77,EX77,2014-05-21,,,2014-04-17,17.0,4.0,1.0,,0,,,,4.71,3.0,10.0,,0,,,,0,0,,,,,,,,,445991.33,207977.71,G,10621.64,23.2363,147.312,183.724,-0.997888499,3.0,1.0,False,0,0,,,,0,
2014,20141EX78,EX78,2014-05-21,,,2014-04-13,13.0,3.0,1.0,True,0,,,,5.42,3.0,8.0,,0,,,,0,0,,,,,,,,,446079.33,207964.71,G,6145.41,3.02417,146.35,180.845,-0.99989125,3.0,2.0,False,0,0,,,,0,
2014,20141EX79,EX79,2014-06-27,,,2014-04-18,18.0,7.0,1.0,True,0,2014-05-11,41.0,17.0,6.8,4.0,7.0,7.0,7,55.0,15.0,7.0,0,7,18.53,tp27445,ts47208,True,B68,2013.0,5.0,1,445837.33,208289.71,G,4171.22,152.678,163.695,267.523,-0.04321834,3.0,1.0,False,0,0,,,,0,
2014,20141EX84,EX84,2014-05-12,,,2014-04-14,14.0,4.0,1.0,,0,,,,5.39,3.0,8.0,,0,,,,0,0,,,,,,,,,446086.33,207856.71,G,9913.51,108.596,127.865,171.91,-0.990048235,2.0,2.0,False,0,0,,,,0,
2014,20141EX89,EX89,2014-06-27,,,2014-04-17,17.0,7.0,1.0,True,0,2014-05-11,41.0,17.0,4.91,3.0,8.0,8.0,8,55.0,15.0,8.0,0,8,15.03,d472792,tl39940,False,,2013.0,5.0,1,445826.33,207888.71,G,6191.67,214.525,127.839,186.939,-0.992675337,2.0,2.0,False,0,0,,,,0,
2014,20141EX8A,EX8A,2014-06-18,,,2014-04-08,8.0,0.0,1.0,True,0,2014-05-07,37.0,18.0,4.5,3.0,12.0,11.0,11,51.0,15.0,11.0,0,11,18.53,l315623,r639345,False,,,6.0,adult,445573.33,208620.71,G,7153.57,291.437,116.158,326.234,0.831314435,5.0,3.0,False,0,0,,,,0,
2014,20141EX92,EX92,2014-05-30,,,2014-04-16,16.0,3.0,1.0,True,0,2014-05-10,40.0,17.0,4.92,3.0,8.0,7.0,7,54.0,15.0,7.0,0,7,19.09,y162795,h300165,False,,,6.0,adult,445731.33,207934.71,G,18361.46,279.297,137.207,183.111,-0.99852627,2.0,2.0,False,0,0,,,,0,
2014,20141MP12,MP12,2014-06-12,,,2014-04-15,15.0,7.0,1.0,True,0,2014-05-07,37.0,14.0,7.3,4.0,9.0,9.0,8,52.0,16.0,8.0,1,8,18.23,tp41729,ts45689,False,,,6.0,adult,448089.72,207730.76,G,1227.89,51.1274,76.7924,12.0546,0.977949027,3.0,3.0,False,0,0,,,,0,
2014,20141MP16,MP16,2014-06-12,,,2014-04-08,8.0,7.0,1.0,True,0,2014-04-30,30.0,12.0,6.7,4.0,11.0,10.0,9,44.0,15.0,10.0,0,9,16.29,z031401,tp27429,False,,2013.0,5.0,1,448190.72,207683.76,G,811.61,4.59703,75.5315,30.1213,0.864964922,3.0,3.0,False,0,0,,,,0,
2014,20141MP20,MP20,2014-06-12,,,2014-04-16,16.0,7.0,1.0,True,0,2014-05-05,35.0,12.0,7.1,4.0,8.0,8.0,7,49.0,15.0,7.0,0,7,18.5,y836202,tx42740,False,,2013.0,5.0,1,448277.72,207566.76,G,1148.98,5.54565,77.4802,55.2822,0.56953491,3.0,3.0,False,0,0,,,,0,
2014,20141MP23,MP23,2014-06-12,,,2014-04-11,11.0,7.0,,True,0,2014-05-05,35.0,15.0,7.1,4.0,10.0,10.0,10,49.0,15.0,10.0,1,9,17.11,y160579,d465583,False,,,4.0,unknown,448366.72,207434.76,G,2139.76,19.0973,72.7639,110.452,-0.349422554,3.0,3.0,False,0,0,,,,0,
2014,20141MP27,MP27,2014-06-12,,,2014-04-15,15.0,7.0,1.0,True,0,2014-05-06,36.0,13.0,7.3,4.0,9.0,9.0,5,50.0,15.0,5.0,0,5,19.6,tr43439,tl36083,False,,,6.0,adult,448435.72,207371.76,G,1162.7,8.3338,68.2921,103.736,-0.237448542,3.0,3.0,False,0,0,,,,0,
2014,20141MP3,MP3,2014-05-21,,,2014-03-31,0.0,14.0,,True,0,2014-04-25,25.0,17.0,4.9,3.0,9.0,9.0,9,39.0,15.0,9.0,0,9,16.03,,tr40261,,,,,,448026.72,207878.76,G,2197.89,6.63013,71.7804,71.1455,0.323166006,3.0,3.0,False,0,0,,,,0,
2014,20141MP34,MP34,2014-06-12,,,2014-04-19,19.0,7.0,,True,0,2014-05-08,38.0,13.0,7.5,4.0,7.0,5.0,3,52.0,15.0,3.0,3,1,15.27,,z031417,,,,,,448488.72,207295.76,G,1741.2,13.4974,65.4708,75.92,0.243276448,3.0,3.0,False,0,0,,,,0,
2014,20141MP34A,MP34A,2014-06-12,,,2014-04-17,17.0,7.0,,True,0,2014-05-09,39.0,16.0,6.5,4.0,7.0,7.0,1,53.0,15.0,1.0,3,1,13.5,z031419,y163016,False,,2013.0,5.0,1,448457.72,207302.76,G,1869.04,33.0539,66.6918,76.2031,0.238480914,3.0,3.0,False,0,0,,,,0,
2014,20141MP38,MP38,2014-05-23,,,2014-04-05,5.0,7.0,1.0,True,0,2014-04-29,29.0,17.0,6.6,4.0,8.0,8.0,8,43.0,15.0,8.0,0,8,17.46,y160575,tp25910,False,,,4.0,unknown,448439.72,207246.76,G,1459.08,87.9851,68.4248,73.0757,0.291107966,3.0,3.0,False,0,0,,,,0,
2014,20141MP43,MP43,2014-06-12,,,2014-04-07,7.0,7.0,1.0,True,0,2014-05-01,31.0,14.0,4.6,3.0,11.0,11.0,3,45.0,15.0,3.0,0,3,15.3,,d472716,,,,,,448406.72,207231.76,G,1066.49,67.6267,70.0472,83.7344,0.109137524,3.0,3.0,False,0,0,,,,0,
2014,20141MP47,MP47,2014-06-12,,,2014-04-08,8.0,7.0,1.0,True,0,2014-05-02,32.0,16.0,6.7,4.0,9.0,8.0,2,46.0,15.0,2.0,0,2,16.6,,d472723,,,,,,448510.72,207193.76,G,2169.33,52.5231,65.6953,74.0934,0.274070002,3.0,3.0,False,0,0,,,,0,
2014,20141MP48,MP48,2014-05-21,,,2014-04-03,3.0,7.0,,True,0,2014-04-24,24.0,11.0,6.7,4.0,11.0,10.0,10,38.0,15.0,10.0,2,8,14.92,tr40286,ts43021,False,,,4.0,unknown,448556.72,207188.76,G,2557.89,13.4518,63.9256,73.7467,0.279884308,3.0,3.0,False,0,0,,,,0,
2014,20141MP49,MP49,2014-06-12,,,2014-04-07,7.0,7.0,,True,0,2014-04-30,30.0,15.0,5.4,3.0,9.0,9.0,8,44.0,15.0,8.0,3,5,15.59,ts44972,ts45782,False,,,6.0,adult,448489.72,207134.76,G,1620.28,105.635,68.2256,54.3933,0.582218048,3.0,3.0,False,0,0,,,,0,
2014,20141MP50,MP50,2014-06-04,,,2014-05-09,39.0,7.0,,True,0,,,,,,5.0,,0,,,,0,0,,,,,,,,,448460.2,207118.29,G,1942.2,115.569,70.6567,57.2423,0.541087494,3.0,3.0,False,0,0,,,,0,
2014,20141MP54,MP54,2014-05-23,,,2014-04-06,6.0,7.0,,True,0,2014-04-27,27.0,13.0,7.1,4.0,9.0,7.0,7,41.0,15.0,7.0,0,7,18.83,y163022,d472715,False,,2013.0,5.0,1,448559.72,207141.76,G,3304.72,32.094,64.5818,93.6075,-0.06292116,3.0,3.0,False,0,0,,,,0,
2014,20141MP56,MP56,2014-05-10,,,2014-04-06,6.0,7.0,,True,0,2014-04-27,27.0,13.0,6.9,4.0,9.0,9.0,0,,,,9,0,,tr40237,l808679,False,,,4.0,unknown,448559.72,207079.76,G,2293.51,41.904,65.418,99.2443,-0.160644375,3.0,3.0,False,0,0,,,,0,
2014,20141MP59,MP59,2014-06-12,,,2014-04-14,14.0,7.0,1.0,True,0,2014-05-05,35.0,13.0,5.0,3.0,9.0,9.0,7,49.0,15.0,7.0,0,7,15.67,y836201,ts47198,False,,2013.0,5.0,1,448553.24,207029.14,G,2202.51,56.9104,65.8062,77.3818,0.21845323,3.0,3.0,False,0,0,,,,0,
2014,20141MP60,MP60,2014-05-23,,,2014-04-06,6.0,7.0,,True,0,2014-04-28,28.0,13.0,6.2,4.0,10.0,10.0,8,42.0,15.0,8.0,2,7,16.99,l808853,y031694,False,,,4.0,unknown,448601.72,207042.76,G,1213.49,6.18764,62.9313,79.0295,0.190303558,3.0,3.0,False,0,0,,,,0,
2014,20141MP62,MP62,2014-05-23,,,2014-04-04,4.0,7.0,,True,0,2014-04-28,28.0,17.0,7.4,4.0,8.0,8.0,5,42.0,15.0,5.0,1,4,16.54,y161457,d472728,False,,,4.0,unknown,448542.72,206988.76,G,1789.39,75.1319,66.6941,60.1247,0.498113977,3.0,3.0,False,0,0,,,,0,
2014,20141MP65,MP65,2014-05-21,,,2014-04-05,5.0,7.0,1.0,True,0,2014-04-25,25.0,12.0,7.3,4.0,9.0,9.0,9,39.0,15.0,9.0,2,7,16.58,tr40539,l809606,False,,,6.0,adult,448602.72,206929.76,G,1374.16,22.1312,63.8915,87.7976,0.038429666,3.0,3.0,False,0,0,,,,0,
2014,20141MP66,MP66,2014-05-15,,,2014-04-12,12.0,7.0,,True,0,2014-05-01,31.0,13.0,7.3,4.0,7.0,7.0,0,,,,6,0,,z031404,tl36088,False,,2013.0,5.0,1,448621.72,206914.76,G,3877.07,8.71043,63.1317,81.9797,0.139523946,3.0,3.0,False,0,0,,,,0,
2014,20141MP67,MP67,2014-06-12,,,2014-04-15,15.0,7.0,1.0,True,0,2014-05-05,35.0,15.0,7.3,4.0,6.0,4.0,4,49.0,15.0,4.0,0,4,18.73,y034259,ts44714,False,,,4.0,unknown,448468.72,207029.76,G,2101.7,129.882,71.6364,85.5944,0.076816478,3.0,3.0,False,0,0,,,,0,
2014,20141MP68,MP68,2014-05-21,,,2014-04-12,12.0,7.0,,,0,,,,7.3,4.0,6.0,,0,,,,0,0,,,,,,,,,448478.72,206992.76,G,4030.92,103.574,71.8433,61.5303,0.476693945,3.0,3.0,False,0,0,,,,0,
2014,20141MP69,MP69,2014-06-12,,,2014-04-10,10.0,7.0,,True,0,2014-05-02,32.0,14.0,7.0,4.0,9.0,9.0,7,46.0,15.0,7.0,0,7,13.6,y163025,tr44084,False,,2013.0,5.0,1,448519.72,206960.76,G,2530.82,76.43,69.0764,61.3033,0.480172977,3.0,3.0,False,0,0,,,,0,
2014,20141MP70,MP70,2014-06-12,,,2014-04-15,15.0,7.0,,True,0,2014-05-05,35.0,16.0,,,5.0,5.0,5,49.0,15.0,5.0,0,5,18.9,y163026,d472751,False,,2013.0,5.0,1,448559.72,206926.76,G,2718.35,42.5346,66.4167,84.3426,0.098579888,3.0,3.0,False,0,0,,,,0,
2014,20141MP73,MP73,2014-06-12,,,2014-04-06,6.0,7.0,0.71,True,0,2014-05-10,40.0,21.0,6.9,4.0,14.0,6.0,6,54.0,15.0,6.0,1,5,16.65,tr43442,ts43056,False,,,6.0,adult,448396.98,206917.97,G,4254.41,5.17682,82.8436,81.198,0.153020332,3.0,3.0,False,0,0,,,,0,
2014,20141MP74,MP74,2014-06-12,,,2014-04-10,10.0,7.0,,True,0,2014-05-02,32.0,14.0,6.5,4.0,9.0,9.0,9,46.0,15.0,9.0,0,9,17.48,tr40164,x239952,False,,,6.0,adult,448311.72,206937.76,G,13846.48,0.522256,89.8276,73.1647,0.289621548,3.0,2.0,False,0,0,,,,0,
2014,20141MP75,MP75,2014-05-21,,,2014-04-12,12.0,7.0,,True,0,2014-05-07,37.0,16.0,7.3,4.0,10.0,10.0,0,,,,10,0,,tl36015,d472735,True,SC5,2013.0,5.0,1,448359.72,206990.76,G,3272.77,18.7002,84.4066,62.6093,0.460055672,3.0,3.0,False,0,0,,,,0,
2014,20141MP79,MP79,2014-05-04,,,2014-04-09,9.0,7.0,,True,0,2014-04-29,29.0,13.0,,,8.0,8.0,0,,,,8,0,,,,,,,,,448367.72,207167.76,G,3524.51,14.2462,76.8505,78.6639,0.196563955,3.0,3.0,False,0,0,,,,0,
2014,20141MP8,MP8,2014-05-20,,,2014-04-12,12.0,7.0,,True,0,2014-05-06,36.0,17.0,7.7,4.0,8.0,8.0,0,,,,7,0,,,z031414,,,,,,448052.72,207811.76,G,991.874,23.7424,73.4076,44.5849,0.71221107,3.0,3.0,False,0,0,,,,0,
2014,20141MP82,MP82,2014-06-12,,,2014-04-13,13.0,7.0,,True,0,2014-05-06,36.0,15.0,6.5,4.0,9.0,8.0,6,50.0,15.0,6.0,5,1,12.63,z031413,z031412,False,,2013.0,5.0,1,448334.72,207373.76,G,1520.63,7.75099,75.6887,87.3723,0.045845941,3.0,3.0,False,0,0,,,,0,
2014,20141MP84,MP84,2014-06-12,,,2014-04-19,19.0,7.0,,True,0,2014-05-11,41.0,14.0,7.2,4.0,9.0,9.0,1,55.0,15.0,1.0,8,0,16.1,tl36063,d472767,True,MP90,2013.0,4.0,1,448290.72,207471.76,G,1749.6,12.4457,78.7417,92.398,-0.041840778,3.0,3.0,False,0,0,,,,0,
2014,20141MP89,MP89,2014-06-12,,,2014-04-11,11.0,7.0,,True,0,2014-05-02,32.0,14.0,6.8,4.0,8.0,7.0,7,46.0,15.0,7.0,0,7,17.59,y160634,l809646,False,,,4.0,unknown,448096.72,207648.76,G,3958.4,9.82611,82.1434,29.7265,0.868402266,3.0,3.0,False,0,0,,,,0,
2014,20141MP91,MP91,2014-06-12,,,2014-04-14,14.0,7.0,1.0,True,0,2014-05-07,37.0,17.0,4.9,3.0,7.0,7.0,3,52.0,16.0,3.0,1,3,15.77,y839253,z031418,False,,2013.0,5.0,1,447955.72,207914.76,G,1911.13,80.1355,73.2151,23.1718,0.919329119,3.0,3.0,False,0,0,,,,0,
2014,20141MP92,MP92,2014-05-23,,,2014-04-07,7.0,7.0,,True,0,2014-04-28,28.0,14.0,4.6,3.0,8.0,4.0,4,42.0,15.0,4.0,0,4,17.42,d472948,ts45682,False,,2013.0,5.0,1,447983.72,207936.76,G,2839.25,61.1954,71.6766,50.5395,0.635546107,3.0,3.0,False,0,0,,,,0,
2014,20141MP95,MP95,2014-06-12,,,2014-04-16,16.0,7.0,1.0,True,0,2014-05-06,36.0,13.0,7.3,4.0,8.0,8.0,4,50.0,15.0,4.0,0,4,12.43,y163050,y163178,False,,2013.0,5.0,1,447941.72,207986.76,G,5458.72,29.6373,71.4737,355.551,0.996986777,3.0,3.0,False,0,0,,,,0,
2014,20141O10,O10,2014-06-09,,,2014-04-09,9.0,7.0,1.0,,0,,,,5.21,3.0,8.0,,0,,,,0,0,,,,,,,,,445297.72,208135.76,G,4611.66,79.039,107.634,313.924,0.693703591,2.0,3.0,False,0,0,,,,0,
2014,20141O105,O105,2014-05-29,,,2014-04-24,24.0,7.0,1.0,True,0,2014-05-17,47.0,16.0,5.01,3.0,8.0,8.0,0,,,,7,0,,tj24873,z100120,False,,,6.0,adult,445697.33,207743.71,G,6496.15,403.64,115.697,164.272,-0.962559391,2.0,2.0,False,0,0,,,,0,
2014,20141O107,O107,2014-05-24,,,2014-04-17,17.0,6.0,,,0,,,,5.63,3.0,6.0,,0,,,,0,0,,,,,,,,,445709.33,207638.71,G,5056.46,324.357,104.131,180.914,-0.999872765,2.0,2.0,False,0,0,,,,0,
2014,20141O11,O11,2014-06-09,,,2014-04-10,10.0,7.0,1.0,True,0,2014-05-08,38.0,19.0,5.5,4.0,10.0,9.0,8,52.0,15.0,8.0,0,8,18.65,e509388,l809426,False,,,4.0,unknown,445339.72,208246.76,G,5922.02,33.1017,105.397,247.937,-0.375625859,2.0,3.0,False,0,0,,,,0,
2014,20141O112,O112,2014-05-29,,,2014-04-17,17.0,7.0,1.0,True,0,2014-05-09,39.0,15.0,4.88,3.0,8.0,8.0,8,54.0,16.0,8.0,0,8,17.89,tp42941,d471781,False,,,6.0,adult,445957.33,207531.71,G,1984.19,403.242,100.02,252.099,-0.307373226,2.0,3.0,False,0,0,,,,0,
2014,20141O19,O19,2014-06-25,,,2014-05-01,31.0,6.0,,True,0,2014-05-21,51.0,13.0,,,8.0,8.0,4,65.0,15.0,4.0,0,4,10.08,l808903,tr42314,False,,,6.0,adult,445340.72,208043.76,G,3807.81,134.553,117.864,2.21796,0.999250834,2.0,3.0,False,0,0,,,,0,
2014,20141O2,O2,2014-05-20,,,2014-04-15,15.0,7.0,,True,0,2014-05-19,49.0,25.0,5.8,4.0,10.0,3.0,0,,,,3,0,,,,,,,,,445295.72,208068.76,G,2141.78,97.8094,112.9,355.066,0.996294433,2.0,3.0,False,0,0,,,,0,
2014,20141O23,O23,2014-06-25,,,2014-04-15,15.0,7.0,,True,0,2014-05-10,40.0,17.0,5.6,4.0,9.0,9.0,3,54.0,15.0,3.0,7,0,18.47,y839237,d471222,False,,2013.0,5.0,1,445222.72,207955.76,G,2487.66,11.8051,116.251,187.484,-0.991481273,5.0,3.0,False,0,0,,,,0,
2014,20141O27A,O27A,2014-05-14,,,2014-04-20,20.0,7.0,,True,0,2014-05-12,42.0,14.0,6.7,4.0,9.0,8.0,0,,,,8,0,,,,,,,,,445122.72,207833.76,G,581.914,0.282111,109.411,147.901,-0.847131196,5.0,3.0,False,0,0,,,,0,
2014,20141O32,O32,2014-06-25,,,2014-05-09,39.0,7.0,,True,0,2014-05-28,58.0,13.0,,,7.0,6.0,5,72.0,15.0,5.0,0,5,18.26,tx42642,tj24700,False,,2012.0,6.0,2,445251.72,207852.76,G,1238.48,87.0781,105.521,206.109,-0.897958459,5.0,3.0,False,0,0,,,,0,
2014,20141O34,O34,2014-06-09,,,2014-04-22,22.0,8.0,,,0,,,,7.0,4.0,8.0,,0,,,,0,0,,,,,,,,,445302.72,207803.76,G,1834.15,127.669,101.803,218.718,-0.780233943,4.0,3.0,False,0,0,,,,0,
2014,20141O37,O37,2014-06-09,,,2014-04-19,19.0,8.0,,True,0,2014-05-11,41.0,13.0,6.9,4.0,10.0,9.0,3,55.0,15.0,3.0,0,3,18.9,tx42794,ts47165,True,EX41C,2013.0,5.0,1,445345.33,207761.71,G,2848.13,168.397,102.329,243.365,-0.448305212,2.0,3.0,False,0,0,,,,0,
2014,20141O38A,O38A,2014-06-09,,,2014-04-12,12.0,7.0,,True,0,2014-05-07,37.0,18.0,6.2,4.0,8.0,8.0,6,52.0,16.0,6.0,0,6,18.5,ts47503,d472982,False,,,6.0,adult,445296.72,207656.76,G,1095.63,113.079,91.4524,266.707,-0.057442056,4.0,3.0,False,0,0,,,,0,
2014,20141O45,O45,2014-06-25,,,2014-04-19,19.0,8.0,,True,0,2014-05-10,40.0,14.0,,,8.0,7.0,7,54.0,15.0,7.0,0,7,18.44,tx42760,ts47230,True,EX37,2013.0,5.0,1,445344.72,207886.76,G,1491.6,155.574,112.676,187.536,-0.991362654,2.0,3.0,False,0,0,,,,0,
2014,20141O47,O47,2014-06-25,,,2014-04-24,24.0,8.0,,True,0,2014-05-15,45.0,14.0,5.3,3.0,8.0,8.0,8,59.0,15.0,8.0,0,8,16.04,tx42718,ts47411,True,O25,2013.0,4.0,1,445308.72,207948.76,G,2093.94,100.868,118.071,197.583,-0.953280341,2.0,3.0,False,0,0,,,,0,
2014,20141O51,O51,2014-06-25,,,2014-04-11,11.0,7.0,1.0,True,0,,,,5.2,3.0,10.0,,0,,,,0,0,,,,,,,,,445397.72,207631.81,G,1398.84,157.708,100.13,225.122,-0.705599536,4.0,3.0,False,0,0,,,,0,
2014,20141O56,O56,2014-06-25,,,2014-04-15,15.0,7.0,,,0,2014-05-05,35.0,15.0,7.0,4.0,6.0,6.0,5,49.0,15.0,5.0,0,5,16.98,tr40740,l315622,False,,,4.0,unknown,445416.72,208003.76,G,2562.08,206.994,124.94,327.172,0.840301775,5.0,2.0,False,0,0,,,,0,
2014,20141O57,O57,2014-06-25,,,2014-04-13,13.0,7.0,1.0,,0,,,,6.3,4.0,9.0,,0,,,,0,0,,,,,,,,,445453.72,208114.76,G,1853.9,187.761,118.237,283.488,0.233241706,5.0,2.0,False,0,0,,,,0,
2014,20141O59,O59,2014-05-31,,,2014-04-25,25.0,7.0,,True,0,2014-05-17,47.0,14.0,6.6,4.0,9.0,6.0,0,,,,1,0,,y162943,tx42506,False,,,4.0,unknown,445394.72,207517.76,G,4568.51,113.342,92.8091,200.648,-0.935764449,4.0,3.0,False,0,0,,,,0,
2014,20141O60,O60,2014-06-25,,,2014-04-08,8.0,7.0,,True,0,2014-05-02,32.0,15.0,6.45,4.0,10.0,8.0,8,46.0,15.0,8.0,6,2,14.59,y033159,ts47132,False,,,6.0,adult,445324.72,207450.76,G,4021.94,27.9424,84.5366,219.825,-0.76800415,4.0,3.0,False,0,0,,,,0,
2014,20141O61,O61,2014-06-25,,,2014-04-18,18.0,7.0,1.0,True,0,2014-05-09,39.0,16.0,6.8,4.0,6.0,6.0,5,53.0,15.0,5.0,0,5,17.7,tp42736,y162978,True,HE4,2013.0,5.0,1,445357.72,207427.76,G,4341.75,17.5585,84.5109,179.406,-0.99994626,4.0,3.0,False,0,0,,,,0,
2014,20141O64,O64,2014-05-23,,,2014-04-10,10.0,7.0,1.0,True,0,2014-05-10,40.0,21.0,6.0,4.0,10.0,5.0,0,,,,0,0,,y162942,d472969,False,,2013.0,5.0,1,445472.72,207440.76,G,5704.23,59.4755,86.2441,186.188,-0.994173562,4.0,3.0,False,0,0,,,,0,
2014,20141O65,O65,2014-05-16,,,2014-04-14,14.0,7.0,1.0,True,0,2014-05-06,36.0,15.0,5.09,3.0,8.0,8.0,0,,,,8,0,,x805352,,False,,,6.0,adult,445533.33,207430.71,G,6041.44,71.3528,87.1758,222.217,-0.74060526,4.0,3.0,False,0,0,,,,0,
2014,20141O67,O67,2014-05-27,,,2014-04-14,14.0,4.0,1.0,True,0,2014-05-06,36.0,15.0,5.06,3.0,8.0,6.0,5,50.0,15.0,5.0,0,5,18.54,y164923,d472973,False,,2012.0,6.0,2,445493.33,207493.71,G,4077.82,119.009,91.3708,184.612,-0.99676206,4.0,3.0,False,0,0,,,,0,
2014,20141O7,O7,2014-06-09,,,2014-04-14,14.0,7.0,,True,0,2014-05-06,36.0,17.0,6.7,4.0,6.0,6.0,4,50.0,15.0,4.0,0,4,20.05,kr81621,d471254,False,,,4.0,unknown,445203.72,208133.76,G,2269.31,20.9892,101.422,349.908,0.984527656,5.0,3.0,False,0,0,,,,0,
2014,20141O70,O70,2014-05-30,,,2014-04-19,19.0,10.0,1.0,True,0,2014-05-11,41.0,16.0,4.71,3.0,7.0,7.0,7,55.0,15.0,7.0,0,7,15.39,y163358,tp27415,False,,2013.0,5.0,1,445581.33,207542.71,G,4525.26,192.946,97.1462,156.899,-0.91981465,2.0,3.0,False,0,0,,,,0,
2014,20141O73,O73,2014-05-22,,,2014-04-14,14.0,4.0,1.0,True,0,,,,4.69,3.0,7.0,,0,,,,0,0,,,,,,,,,445701.33,207286.71,G,5617.37,59.4377,84.509,189.356,-0.986697296,2.0,3.0,False,0,0,,,,0,
2014,20141O75C,O75C,2014-05-16,,,2014-04-05,5.0,0.0,1.0,True,0,2014-04-26,26.0,14.0,6.5,4.0,8.0,6.0,5,40.0,15.0,5.0,0,5,16.74,h300102,h300101,False,,2013.0,5.0,1,445833.33,207103.71,G,1308.78,0.918377,89.0988,252.65,-0.298207947,4.0,3.0,False,0,0,,,,0,
2014,20141O76,O76,2014-05-27,,,2014-04-16,16.0,3.0,1.0,True,0,2014-05-08,38.0,16.0,5.07,3.0,7.0,7.0,7,52.0,15.0,7.0,0,7,18.7,tl36246,ts47597,False,,2012.0,6.0,2,445791.33,207210.71,G,13005.66,50.5394,87.5575,261.815,-0.142369806,4.0,3.0,False,0,0,,,,0,
2014,20141O80,O80,2014-05-17,,,2014-04-05,5.0,0.0,,True,0,2014-04-26,26.0,17.0,7.6,4.0,5.0,5.0,4,40.0,15.0,4.0,0,4,18.45,ts47531,y160479,False,,2012.0,6.0,2,445811.33,207436.71,G,9736.32,229.414,89.4532,257.389,-0.2183306,2.0,3.0,False,0,0,,,,0,
2014,20141O81,O81,2014-05-29,,,2014-04-17,17.0,7.0,1.0,True,0,2014-05-08,38.0,16.0,5.16,3.0,6.0,6.0,6,52.0,15.0,6.0,0,6,17.6,h300132,tx42559,False,,2013.0,5.0,1,445780.33,207502.71,G,10166.69,245.66,91.8235,171.832,-0.989855736,2.0,3.0,False,0,0,,,,0,
2014,20141O86,O86,2014-05-30,,,2014-04-18,18.0,3.0,1.0,True,0,2014-05-10,40.0,16.0,5.05,3.0,7.0,7.0,7,54.0,15.0,7.0,0,7,18.11,,tr44250,,,,,,445584.33,207655.71,G,6301.98,301.212,109.371,180.026,-0.999999897,2.0,2.0,False,0,0,,,,0,
